content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam,appsTokensFdist,topTokens
"Alhamdulillah aplikasi yg sangat membantu, terima kasih. Jazakumullah. Saran iklan tidak menutup semua halaman",5,1,"alhamdulillah aplikasi yg sangat membantu, terima kasih. jazakumullah. saran iklan tidak menutup semua halaman","alhamdulillah aplikasi yg membantu, terima kasih. jazakumullah. saran iklan menutup halaman","alhamdulillah aplikasi yg membantu, terima kasih. jazakumullah. saran iklan menutup halaman","['alhamdulillah', 'aplikasi', 'yg', 'membantu', ',', 'terima', 'kasih', '.', 'jazakumullah', '.', 'saran', 'iklan', 'menutup', 'halaman']","['alhamdulillah', 'aplikasi', ' yang', 'membantu', ',', 'terima', 'kasih', '.', 'jazakumullah', '.', 'saran', 'iklan', 'menutup', 'halaman']","['alhamdulillah', 'yang', 'bantu', 'terima', 'kasih', 'jazakumullah', 'saran', 'iklan', 'tutup', 'halaman']",<FreqDist with 10 samples and 10 outcomes>,"[('alhamdulillah', 1), ('yang', 1), ('bantu', 1), ('terima', 1), ('kasih', 1)]"
Ini sangat bagus dan membantu dan juga tidak❌⛔ ada iklan yang mengganggu dalam ketenangan membaca al qur'an (khusus nya surah yasin ayat 1-83),5,1,ini sangat bagus dan membantu dan juga tidak❌⛔ ada iklan yang mengganggu dalam ketenangan membaca al qur'an (khusus nya surah yasin ayat 1-83),bagus membantu tidak❌⛔ iklan mengganggu ketenangan membaca al qur'an (khusus nya surah yasin ayat 1-83),bagus membantu tidak❌⛔ iklan mengganggu ketenangan membaca al qur'an (khusus nya surah yasin ayat 1-83),"['bagus', 'membantu', 'tidak❌⛔', 'iklan', 'mengganggu', 'ketenangan', 'membaca', 'al', ""qur'an"", '(', 'khusus', 'nya', 'surah', 'yasin', 'ayat', '1-83', ')']","['bagus', 'membantu', 'tidak❌⛔', 'iklan', 'mengganggu', 'ketenangan', 'membaca', 'al', ""qur'an"", '(', 'khusus', 'nya', ' suruh', 'yasin', 'ayat', '1-83', ')']","['bagus', 'bantu', 'tidak', 'iklan', 'ganggu', 'tenang', 'baca', 'al', 'qur an', 'khusus', 'suruh', 'yasin', 'ayat', '1-83']",<FreqDist with 14 samples and 14 outcomes>,"[('bagus', 1), ('bantu', 1), ('tidak', 1), ('iklan', 1), ('ganggu', 1)]"
"Aplikasi Al Qur'an Digital ini sangat membantu ketika dibutuhkan, terimakasih.",5,1,"aplikasi al qur'an digital ini sangat membantu ketika dibutuhkan, terimakasih.","aplikasi al qur'an digital membantu dibutuhkan, terimakasih.","aplikasi al qur'an digital membantu dibutuhkan, terimakasih.","['aplikasi', 'al', ""qur'an"", 'digital', 'membantu', 'dibutuhkan', ',', 'terimakasih', '.']","['aplikasi', 'al', ""qur'an"", 'digital', 'membantu', 'dibutuhkan', ',', ' terima kasih', '.']","['al', 'qur an', 'digital', 'bantu', 'butuh', 'terimakasih']",<FreqDist with 6 samples and 6 outcomes>,"[('al', 1), ('qur an', 1), ('digital', 1), ('bantu', 1), ('butuh', 1)]"
alhamdulilah sangat membantu.. semoga Alloh memberikan amal yang sangat besar kapada yg telah ber pikir keras untuk membuat aplikasi yang sangat indah ini.. aminnnn,5,1,alhamdulilah sangat membantu.. semoga alloh memberikan amal yang sangat besar kapada yg telah ber pikir keras untuk membuat aplikasi yang sangat indah ini.. aminnnn,alhamdulilah membantu.. semoga alloh amal kapada yg ber pikir keras aplikasi indah ini.. aminnnn,alhamdulilah membantu.. semoga alloh amal kapada yg ber pikir keras aplikasi indah ini.. aminnnn,"['alhamdulilah', 'membantu', '..', 'semoga', 'alloh', 'amal', 'kapada', 'yg', 'ber', 'pikir', 'keras', 'aplikasi', 'indah', 'ini', '..', 'aminnnn']","['alhamdulilah', 'membantu', '..', 'semoga', 'alloh', 'amal', 'kapada', ' yang', 'ber', 'pikir', 'keras', 'aplikasi', 'indah', 'ini', '..', 'aminnnn']","['alhamdulilah', 'bantu', 'moga', 'alloh', 'amal', 'kapada', 'yang', 'ber', 'pikir', 'keras', 'indah', 'ini', 'aminnnn']",<FreqDist with 13 samples and 13 outcomes>,"[('alhamdulilah', 1), ('bantu', 1), ('moga', 1), ('alloh', 1), ('amal', 1)]"
"Keren bgt pokoknya dah, suka pake bgt. update (2024): Kok jd gini sih setelah upgrade, kecewa and sad .. :(( Tetep aplikasi terbaik♥♥",5,1,"keren bgt pokoknya dah, suka pake bgt. update (2024): kok jd gini sih setelah upgrade, kecewa and sad .. :(( tetep aplikasi terbaik♥♥","keren bgt pokoknya dah, suka pake bgt. update (2024): jd gini sih upgrade, kecewa and sad .. :(( tetep aplikasi terbaik♥♥","keren bgt pokoknya dah, suka pake bgt. update (2024): jd gini sih upgrade, kecewa and sad .. :(( tetep aplikasi terbaik♥♥","['keren', 'bgt', 'pokoknya', 'dah', ',', 'suka', 'pake', 'bgt', '.', 'update', '(', '2024', ')', ':', 'jd', 'gini', 'sih', 'upgrade', ',', 'kecewa', 'and', 'sad', '..', ':', '(', '(', 'tetep', 'aplikasi', 'terbaik♥♥']","['keren', ' banget', 'pokoknya', ' sudah', ',', 'suka', ' pakai', ' banget', '.', ' terbaru', '(', '2024', ')', ':', ' jadi', 'gini', 'sih', ' meningkatkan', ',', 'kecewa', 'and', ' sedih', '..', ':', '(', '(', 'tetep', 'aplikasi', 'terbaik♥♥']","['keren', 'banget', 'pokok', 'dah', 'suka', 'pakai', 'bgt', 'baru', '2024', 'jadi', 'gin', 'upgrade', 'kecewa', 'and', 'sedih', '', '', 'tetep', 'baik']",<FreqDist with 18 samples and 19 outcomes>,"[('', 2), ('keren', 1), ('banget', 1), ('pokok', 1), ('dah', 1)]"
"saya dari tahun ketahun selalu menggunakan Al Qur'an ini.dan lengkap tambah diperbaharui lebih bagus,dan semoga iklan2 dapat dihapuskan juga lah",5,1,"saya dari tahun ketahun selalu menggunakan al qur'an ini.dan lengkap tambah diperbaharui lebih bagus,dan semoga iklan2 dapat dihapuskan juga lah","ketahun al qur'an ini.dan lengkap diperbaharui bagus,dan semoga iklan2 dihapuskan","ketahun al qur'an ini.dan lengkap diperbaharui bagus,dan semoga iklan2 dihapuskan","['ketahun', 'al', ""qur'an"", 'ini.dan', 'lengkap', 'diperbaharui', 'bagus', ',', 'dan', 'semoga', 'iklan2', 'dihapuskan']","['ketahun', 'al', ""qur'an"", 'ini.dan', 'lengkap', 'diperbaharui', 'bagus', ',', 'dan', 'semoga', 'iklan2', 'dihapuskan']","['tahun', 'al', 'qur an', 'ini dan', 'lengkap', 'baharu', 'bagus dan', 'moga', 'iklan2', 'hapus']",<FreqDist with 10 samples and 10 outcomes>,"[('tahun', 1), ('al', 1), ('qur an', 1), ('ini dan', 1), ('lengkap', 1)]"
"aplikasi yg sangat berguna dan membantu, di aplikasi ini bisa memudahkan membaca Al-Qur'an dan masih banyak lagi kegunaan di aplikasi ini -AKU KASIH BINTANG 5 ⭐⭐⭐⭐⭐-",5,1,"aplikasi yg sangat berguna dan membantu, di aplikasi ini bisa memudahkan membaca al-qur'an dan masih banyak lagi kegunaan di aplikasi ini -aku kasih bintang 5 ⭐⭐⭐⭐⭐-","aplikasi yg berguna membantu, aplikasi memudahkan membaca al-qur'an kegunaan aplikasi -aku kasih bintang 5 ⭐⭐⭐⭐⭐-","aplikasi yg berguna membantu, aplikasi memudahkan membaca al-qur'an kegunaan aplikasi -aku kasih bintang 5 ⭐⭐⭐⭐⭐-","['aplikasi', 'yg', 'berguna', 'membantu', ',', 'aplikasi', 'memudahkan', 'membaca', ""al-qur'an"", 'kegunaan', 'aplikasi', '-aku', 'kasih', 'bintang', '5', '⭐⭐⭐⭐⭐-']","['aplikasi', ' yang', 'berguna', 'membantu', ',', 'aplikasi', 'memudahkan', 'membaca', ""al-qur'an"", 'kegunaan', 'aplikasi', '-aku', 'kasih', 'bintang', '5', '⭐⭐⭐⭐⭐-']","['yang', 'guna', 'bantu', 'mudah', 'baca', 'al-qur an', 'guna', '-aku', 'kasih', 'bintang', '5', '-']",<FreqDist with 11 samples and 12 outcomes>,"[('guna', 2), ('yang', 1), ('bantu', 1), ('mudah', 1), ('baca', 1)]"
"qur,an nya bagus sangat bermanfaat. cuman waktu azdan tidak berkumandang.",5,1,"qur,an nya bagus sangat bermanfaat. cuman waktu azdan tidak berkumandang.","qur,an nya bagus bermanfaat. cuman azdan berkumandang.","qur,an nya bagus bermanfaat. cuman azdan berkumandang.","['qur', ',', 'an', 'nya', 'bagus', 'bermanfaat', '.', 'cuman', 'azdan', 'berkumandang', '.']","['qur', ',', 'an', 'nya', 'bagus', 'bermanfaat', '.', 'cuman', 'azdan', 'berkumandang', '.']","['qur an', 'bagus', 'manfaat', 'cuman', 'azdan', 'kumandang']",<FreqDist with 6 samples and 6 outcomes>,"[('qur an', 1), ('bagus', 1), ('manfaat', 1), ('cuman', 1), ('azdan', 1)]"
"Sangat bagus aplikasi ini, karena kemana pun kita berada kita bisa baca al-Qur'an",5,1,"sangat bagus aplikasi ini, karena kemana pun kita berada kita bisa baca al-qur'an","bagus aplikasi ini, kemana baca al-qur'an","bagus aplikasi ini, kemana baca al-qur'an","['bagus', 'aplikasi', 'ini', ',', 'kemana', 'baca', ""al-qur'an""]","['bagus', 'aplikasi', 'ini', ',', 'kemana', 'baca', ""al-qur'an""]","['bagus', 'ini', 'mana', 'baca', 'al-qur an']",<FreqDist with 5 samples and 5 outcomes>,"[('bagus', 1), ('ini', 1), ('mana', 1), ('baca', 1), ('al-qur an', 1)]"
Alhamdulillah al quran indonesia sangat banyak manfaatnya bagi diri saya . Dan merupakan siar islam yang banyak di butuhkan oleh kaum muslimin dn muslimat. Alquran sebagai kitab suci Sangat bermanfaat pula bagi umat muslim sedunia.,5,1,alhamdulillah al quran indonesia sangat banyak manfaatnya bagi diri saya . dan merupakan siar islam yang banyak di butuhkan oleh kaum muslimin dn muslimat. alquran sebagai kitab suci sangat bermanfaat pula bagi umat muslim sedunia.,alhamdulillah al quran indonesia manfaatnya . siar islam butuhkan kaum muslimin dn muslimat. alquran kitab suci bermanfaat umat muslim sedunia.,alhamdulillah al quran indonesia manfaatnya . siar islam butuhkan kaum muslimin dn muslimat. alquran kitab suci bermanfaat umat muslim sedunia.,"['alhamdulillah', 'al', 'quran', 'indonesia', 'manfaatnya', '.', 'siar', 'islam', 'butuhkan', 'kaum', 'muslimin', 'dn', 'muslimat', '.', 'alquran', 'kitab', 'suci', 'bermanfaat', 'umat', 'muslim', 'sedunia', '.']","['alhamdulillah', 'al', 'quran', 'indonesia', 'manfaatnya', '.', 'siar', 'islam', 'butuhkan', 'kaum', 'muslimin', 'dan', 'muslimat', '.', 'alquran', 'kitab', 'suci', 'bermanfaat', 'umat', 'muslim', 'sedunia', '.']","['alhamdulillah', 'al', 'quran', 'indonesia', 'manfaat', '', 'siar', 'islam', 'butuh', 'kaum', 'muslimin', 'dan', 'muslimat', 'alquran', 'kitab', 'suci', 'manfaat', 'umat', 'muslim', 'dunia']",<FreqDist with 19 samples and 20 outcomes>,"[('manfaat', 2), ('alhamdulillah', 1), ('al', 1), ('quran', 1), ('indonesia', 1)]"
"Pencarian surah , klo bisa kita ketik manual sepertinya akan lebih memudahkan 🤲😀.Semua sudah lengkap Alhamdulillah ,",5,1,"pencarian surah , klo bisa kita ketik manual sepertinya akan lebih memudahkan 🤲😀.semua sudah lengkap alhamdulillah ,","pencarian surah , klo ketik manual memudahkan 🤲😀.semua lengkap alhamdulillah ,","pencarian surah , klo ketik manual memudahkan .semua lengkap alhamdulillah ,","['pencarian', 'surah', ',', 'klo', 'ketik', 'manual', 'memudahkan', '.semua', 'lengkap', 'alhamdulillah', ',']","['pencarian', ' suruh', ',', ' kalau', 'ketik', 'manual', 'memudahkan', '.semua', 'lengkap', 'alhamdulillah', ',']","['cari', 'suruh', '', 'kalau', 'ketik', 'manual', 'mudah', 'semua', 'lengkap', 'alhamdulillah', '']",<FreqDist with 10 samples and 11 outcomes>,"[('', 2), ('cari', 1), ('suruh', 1), ('kalau', 1), ('ketik', 1)]"
"bagus dan nyaman didengarkan, mudah dibaca",5,1,"bagus dan nyaman didengarkan, mudah dibaca","bagus nyaman didengarkan, mudah dibaca","bagus nyaman didengarkan, mudah dibaca","['bagus', 'nyaman', 'didengarkan', ',', 'mudah', 'dibaca']","['bagus', 'nyaman', 'didengarkan', ',', 'mudah', 'dibaca']","['bagus', 'nyaman', 'dengar', 'baca']",<FreqDist with 4 samples and 4 outcomes>,"[('bagus', 1), ('nyaman', 1), ('dengar', 1), ('baca', 1)]"
Assalamualaikum bagi saya aplikasi ini sangat berguna bisa untuk menghafal surat dan bisa mendengar surat surat untuk menenangkan diri,5,1,assalamualaikum bagi saya aplikasi ini sangat berguna bisa untuk menghafal surat dan bisa mendengar surat surat untuk menenangkan diri,assalamualaikum aplikasi berguna menghafal surat mendengar surat surat menenangkan,assalamualaikum aplikasi berguna menghafal surat mendengar surat surat menenangkan,"['assalamualaikum', 'aplikasi', 'berguna', 'menghafal', 'surat', 'mendengar', 'surat', 'surat', 'menenangkan']","['assalamualaikum', 'aplikasi', 'berguna', 'menghafal', 'surat', 'mendengar', 'surat', 'surat', 'menenangkan']","['assalamualaikum', 'guna', 'hafal', 'surat', 'dengar', 'surat', 'surat', 'tenang']",<FreqDist with 6 samples and 8 outcomes>,"[('surat', 3), ('assalamualaikum', 1), ('guna', 1), ('hafal', 1), ('dengar', 1)]"
"Sangat bagus, saran saja untuk murottalnya bsa d tambh terjemahan jgaa.. jadi ada pilihan untuk dengan murottal lengkap dgn terjemahannya",5,1,"sangat bagus, saran saja untuk murottalnya bsa d tambh terjemahan jgaa.. jadi ada pilihan untuk dengan murottal lengkap dgn terjemahannya","bagus, saran murottalnya bsa d tambh terjemahan jgaa.. pilihan murottal lengkap dgn terjemahannya","bagus, saran murottalnya bsa d tambh terjemahan jgaa.. pilihan murottal lengkap dgn terjemahannya","['bagus', ',', 'saran', 'murottalnya', 'bsa', 'd', 'tambh', 'terjemahan', 'jgaa', '..', 'pilihan', 'murottal', 'lengkap', 'dgn', 'terjemahannya']","['bagus', ',', 'saran', 'murottalnya', ' bisa', ' di', 'tambh', 'terjemahan', 'jgaa', '..', 'pilihan', 'murottal', 'lengkap', ' dengan', 'terjemahannya']","['bagus', 'saran', 'murottalnya', 'bisa', 'di', 'tambh', 'terjemah', 'jgaa', 'pilih', 'murottal', 'lengkap', 'dengan', 'terjemah']",<FreqDist with 12 samples and 13 outcomes>,"[('terjemah', 2), ('bagus', 1), ('saran', 1), ('murottalnya', 1), ('bisa', 1)]"
"Sangat membantu Ada al qur'an nya...Terus bisa liat tanggal dan jam kalau mau solat,Pokoknya aplikasi ini harus DI Punyai seluruh ISLAM Semoga Aplikasi ini bermanfaat Dan memberikan Ajaran baik untuk islam semoga bermanfaat aplikasi ini...Aamiin :)",5,1,"sangat membantu ada al qur'an nya...terus bisa liat tanggal dan jam kalau mau solat,pokoknya aplikasi ini harus di punyai seluruh islam semoga aplikasi ini bermanfaat dan memberikan ajaran baik untuk islam semoga bermanfaat aplikasi ini...aamiin :)","membantu al qur'an nya...terus liat tanggal jam solat,pokoknya aplikasi punyai islam semoga aplikasi bermanfaat ajaran islam semoga bermanfaat aplikasi ini...aamiin :)","membantu al qur'an nya...terus liat tanggal jam solat,pokoknya aplikasi punyai islam semoga aplikasi bermanfaat ajaran islam semoga bermanfaat aplikasi ini...aamiin :)","['membantu', 'al', ""qur'an"", 'nya', '...', 'terus', 'liat', 'tanggal', 'jam', 'solat', ',', 'pokoknya', 'aplikasi', 'punyai', 'islam', 'semoga', 'aplikasi', 'bermanfaat', 'ajaran', 'islam', 'semoga', 'bermanfaat', 'aplikasi', 'ini', '...', 'aamiin', ':', ')']","['membantu', 'al', ""qur'an"", 'nya', '...', 'terus', ' lihat', 'tanggal', 'jam', 'solat', ',', 'pokoknya', 'aplikasi', 'punyai', 'islam', 'semoga', 'aplikasi', 'bermanfaat', 'ajaran', 'islam', 'semoga', 'bermanfaat', 'aplikasi', 'ini', '...', 'aamiin', ':', ')']","['bantu', 'al', 'qur an', 'nya terus', 'lihat', 'tanggal', 'jam', 'solat pokok', 'punya', 'islam', 'moga', 'manfaat', 'ajar', 'islam', 'moga', 'manfaat', 'ini aamiin', '']",<FreqDist with 15 samples and 18 outcomes>,"[('islam', 2), ('moga', 2), ('manfaat', 2), ('bantu', 1), ('al', 1)]"
begitu mudah & faham bila kita mau mempelajari alquran dgn panduan & terjemahan yg cukup komplit.,5,1,begitu mudah & faham bila kita mau mempelajari alquran dgn panduan & terjemahan yg cukup komplit.,mudah & faham mempelajari alquran dgn panduan & terjemahan yg komplit.,mudah & faham mempelajari alquran dgn panduan & terjemahan yg komplit.,"['mudah', '&', 'faham', 'mempelajari', 'alquran', 'dgn', 'panduan', '&', 'terjemahan', 'yg', 'komplit', '.']","['mudah', '&', ' paham', 'mempelajari', 'alquran', ' dengan', 'panduan', '&', 'terjemahan', ' yang', 'komplit', '.']","['', 'paham', 'ajar', 'alquran', 'dengan', 'pandu', '', 'terjemah', 'yang', 'komplit']",<FreqDist with 9 samples and 10 outcomes>,"[('', 2), ('paham', 1), ('ajar', 1), ('alquran', 1), ('dengan', 1)]"
"Sangat bermanfaat dan membuat lebih simple, saat dibutuhkan bisa langsung dibuka apabila diperlukan.",5,1,"sangat bermanfaat dan membuat lebih simple, saat dibutuhkan bisa langsung dibuka apabila diperlukan.","bermanfaat simple, dibutuhkan langsung dibuka diperlukan.","bermanfaat simple, dibutuhkan langsung dibuka diperlukan.","['bermanfaat', 'simple', ',', 'dibutuhkan', 'langsung', 'dibuka', 'diperlukan', '.']","['bermanfaat', ' sederhana', ',', 'dibutuhkan', 'langsung', 'dibuka', 'diperlukan', '.']","['manfaat', 'simple', 'butuh', 'langsung', 'buka', 'perlu']",<FreqDist with 6 samples and 6 outcomes>,"[('manfaat', 1), ('simple', 1), ('butuh', 1), ('langsung', 1), ('buka', 1)]"
Sekarang kok tidak bisa di download ya? kalau dulu begitu di copy ke hp lain. Hasil copy yg ada http nya lgsg bisa di download. Kenapa ya?,5,1,sekarang kok tidak bisa di download ya? kalau dulu begitu di copy ke hp lain. hasil copy yg ada http nya lgsg bisa di download. kenapa ya?,download ya? copy hp lain. hasil copy yg http nya lgsg download. ya?,download ya? copy hp lain. hasil copy yg http nya lgsg download. ya?,"['download', 'ya', '?', 'copy', 'hp', 'lain', '.', 'hasil', 'copy', 'yg', 'http', 'nya', 'lgsg', 'download', '.', 'ya', '?']","[' unduh', ' iya', '?', 'copy', ' seluler', 'lain', '.', 'hasil', 'copy', ' yang', 'http', 'nya', ' langsung', ' unduh', '.', ' iya', '?']","['unduh', 'ya', 'copy', 'seluler', 'lain', 'hasil', 'copy', 'yang', 'http', 'langsung', 'download', 'ya']",<FreqDist with 10 samples and 12 outcomes>,"[('ya', 2), ('copy', 2), ('unduh', 1), ('seluler', 1), ('lain', 1)]"
"Akurat sangat membantu, semoga menjadi amal jariyah bgi pengembang dan semua jajarannya",5,1,"akurat sangat membantu, semoga menjadi amal jariyah bgi pengembang dan semua jajarannya","akurat membantu, semoga amal jariyah bgi pengembang jajarannya","akurat membantu, semoga amal jariyah bgi pengembang jajarannya","['akurat', 'membantu', ',', 'semoga', 'amal', 'jariyah', 'bgi', 'pengembang', 'jajarannya']","['akurat', 'membantu', ',', 'semoga', 'amal', 'jariyah', 'bgi', 'pengembang', 'jajarannya']","['akurat', 'bantu', 'moga', 'amal', 'jariyah', 'bgi', 'kembang', 'jajar']",<FreqDist with 8 samples and 8 outcomes>,"[('akurat', 1), ('bantu', 1), ('moga', 1), ('amal', 1), ('jariyah', 1)]"
"Masyaallah, Aplikasinya bagus ada terjemahan arab latin. Semoga aplikasinya didownload banyak orang Amin....",5,1,"masyaallah, aplikasinya bagus ada terjemahan arab latin. semoga aplikasinya didownload banyak orang amin....","masyaallah, aplikasinya bagus terjemahan arab latin. semoga aplikasinya didownload orang amin....","masyaallah, aplikasinya bagus terjemahan arab latin. semoga aplikasinya didownload orang amin....","['masyaallah', ',', 'aplikasinya', 'bagus', 'terjemahan', 'arab', 'latin', '.', 'semoga', 'aplikasinya', 'didownload', 'orang', 'amin', '....']","['masyaallah', ',', 'aplikasinya', 'bagus', 'terjemahan', 'arab', 'latin', '.', 'semoga', 'aplikasinya', ' unduh', 'orang', 'amin', '....']","['masyaallah', 'aplikasi', 'bagus', 'terjemah', 'arab', 'latin', 'moga', 'aplikasi', 'unduh', 'amin']",<FreqDist with 9 samples and 10 outcomes>,"[('aplikasi', 2), ('masyaallah', 1), ('bagus', 1), ('terjemah', 1), ('arab', 1)]"
"saya pakai hp dua, keduanya sy isi alquran ini. seperti bawa mushab asli. enak dilihat dan banyak pilihan fitur. enak dan gampang bagi pemula medsos. trimss andi. *Utk tampilan tlg di buat seperti format mushab kertas. Utk mempermudah hafalan dan ingatan letak ayat pada halaman.*",5,1,"saya pakai hp dua, keduanya sy isi alquran ini. seperti bawa mushab asli. enak dilihat dan banyak pilihan fitur. enak dan gampang bagi pemula medsos. trimss andi. *utk tampilan tlg di buat seperti format mushab kertas. utk mempermudah hafalan dan ingatan letak ayat pada halaman.*","pakai hp dua, sy isi alquran ini. bawa mushab asli. enak pilihan fitur. enak gampang pemula medsos. trimss andi. *utk tampilan tlg format mushab kertas. utk mempermudah hafalan ingatan letak ayat halaman.*","pakai hp dua, sy isi alquran ini. bawa mushab asli. enak pilihan fitur. enak gampang pemula medsos. trimss andi. *utk tampilan tlg format mushab kertas. utk mempermudah hafalan ingatan letak ayat halaman.*","['pakai', 'hp', 'dua', ',', 'sy', 'isi', 'alquran', 'ini', '.', 'bawa', 'mushab', 'asli', '.', 'enak', 'pilihan', 'fitur', '.', 'enak', 'gampang', 'pemula', 'medsos', '.', 'trimss', 'andi', '.', '*', 'utk', 'tampilan', 'tlg', 'format', 'mushab', 'kertas', '.', 'utk', 'mempermudah', 'hafalan', 'ingatan', 'letak', 'ayat', 'halaman', '.', '*']","['pakai', ' seluler', 'dua', ',', ' saya', 'isi', 'alquran', 'ini', '.', 'bawa', 'mushab', 'asli', '.', 'enak', 'pilihan', 'fitur', '.', 'enak', 'gampang', 'pemula', ' media sosial', '.', 'trimss', 'andi', '.', '*', ' untuk', 'tampilan', ' tolong', 'format', 'mushab', 'kertas', '.', ' untuk', 'mempermudah', 'hafalan', 'ingatan', 'letak', 'ayat', 'halaman', '.', '*']","['pakai', 'seluler', 'dua', 'saya', 'isi', 'alquran', 'ini', 'bawa', 'mushab', 'asli', 'enak', 'pilih', 'fitur', 'enak', 'gampang', 'mula', 'medsos', 'trimss', 'andi', 'utk', 'tampil', 'tolong', 'format', 'mushab', 'kertas', 'untuk', 'mudah', 'hafal', 'ingat', 'letak', 'ayat', 'halaman']",<FreqDist with 30 samples and 32 outcomes>,"[('mushab', 2), ('enak', 2), ('pakai', 1), ('seluler', 1), ('dua', 1)]"
"mudah buat membaca,di dengerin,jadwal adzan juga tepat",5,1,"mudah buat membaca,di dengerin,jadwal adzan juga tepat","mudah membaca,di dengerin,jadwal adzan","mudah membaca,di dengerin,jadwal adzan","['mudah', 'membaca', ',', 'di', 'dengerin', ',', 'jadwal', 'adzan']","['mudah', 'membaca', ',', 'di', 'dengerin', ',', 'jadwal', 'adzan']","['baca di', 'dengerin jadwal', 'adzan']",<FreqDist with 3 samples and 3 outcomes>,"[('baca di', 1), ('dengerin jadwal', 1), ('adzan', 1)]"
Terimakasih aplikasinya sangat bagus bisa mendengarkan audio surahnya tapi dengan menginstal audionya dulu tapi aplikasinya sangat bagus,5,1,terimakasih aplikasinya sangat bagus bisa mendengarkan audio surahnya tapi dengan menginstal audionya dulu tapi aplikasinya sangat bagus,terimakasih aplikasinya bagus mendengarkan audio surahnya menginstal audionya aplikasinya bagus,terimakasih aplikasinya bagus mendengarkan audio surahnya menginstal audionya aplikasinya bagus,"['terimakasih', 'aplikasinya', 'bagus', 'mendengarkan', 'audio', 'surahnya', 'menginstal', 'audionya', 'aplikasinya', 'bagus']","[' terima kasih', 'aplikasinya', 'bagus', 'mendengarkan', 'audio', 'surahnya', 'menginstal', 'audionya', 'aplikasinya', 'bagus']","['terima kasih', 'aplikasi', 'bagus', 'dengar', 'audio', 'surah', 'menginstal', 'audio', 'aplikasi', 'bagus']",<FreqDist with 7 samples and 10 outcomes>,"[('aplikasi', 2), ('bagus', 2), ('audio', 2), ('terima kasih', 1), ('dengar', 1)]"
"Sebenernya sih udah bagus, bagus banget malahan cuman ada kurang nya sedikit . Coba tambahin mode perhalaman seperti mushaf. Udah itu aja sih. Makasih udah mau baca🙂😘",4,1,"sebenernya sih udah bagus, bagus banget malahan cuman ada kurang nya sedikit . coba tambahin mode perhalaman seperti mushaf. udah itu aja sih. makasih udah mau baca🙂😘","sebenernya sih udah bagus, bagus banget cuman nya . coba tambahin mode perhalaman mushaf. udah aja sih. makasih udah baca🙂😘","sebenernya sih udah bagus, bagus banget cuman nya . coba tambahin mode perhalaman mushaf. udah aja sih. makasih udah baca","['sebenernya', 'sih', 'udah', 'bagus', ',', 'bagus', 'banget', 'cuman', 'nya', '.', 'coba', 'tambahin', 'mode', 'perhalaman', 'mushaf', '.', 'udah', 'aja', 'sih', '.', 'makasih', 'udah', 'baca']","[' sebenarnya', 'sih', ' sudah', 'bagus', ',', 'bagus', 'banget', 'cuman', 'nya', '.', 'coba', ' tambah', 'mode', 'perhalaman', 'mushaf', '.', ' sudah', ' saja', 'sih', '.', ' terima kasih', ' sudah', 'baca']","['benar', 'sudah', 'bagus', 'bagus', 'banget', 'cuman', '', 'coba', 'tambah', 'mode', 'halaman', 'mushaf', 'sudah', 'saja', 'sih', 'terima kasih', 'sudah', 'baca']",<FreqDist with 15 samples and 18 outcomes>,"[('sudah', 3), ('bagus', 2), ('benar', 1), ('banget', 1), ('cuman', 1)]"
assalamu'alaikum aplikasi ini sangat berguna bagi saya karena setiap saya hafalan surah saya menggunakan aplikasi ini dan alhamdulillah adik saya hampir hafal semua surah arena aplikasi ini,5,1,assalamu'alaikum aplikasi ini sangat berguna bagi saya karena setiap saya hafalan surah saya menggunakan aplikasi ini dan alhamdulillah adik saya hampir hafal semua surah arena aplikasi ini,assalamu'alaikum aplikasi berguna hafalan surah aplikasi alhamdulillah adik hafal surah arena aplikasi,assalamu'alaikum aplikasi berguna hafalan surah aplikasi alhamdulillah adik hafal surah arena aplikasi,"[""assalamu'alaikum"", 'aplikasi', 'berguna', 'hafalan', 'surah', 'aplikasi', 'alhamdulillah', 'adik', 'hafal', 'surah', 'arena', 'aplikasi']","[""assalamu'alaikum"", 'aplikasi', 'berguna', 'hafalan', ' suruh', 'aplikasi', 'alhamdulillah', 'adik', 'hafal', ' suruh', 'arena', 'aplikasi']","['assalamu alaikum', 'guna', 'hafal', 'suruh', 'alhamdulillah', 'adik', 'hafal', 'suruh', 'arena']",<FreqDist with 7 samples and 9 outcomes>,"[('hafal', 2), ('suruh', 2), ('assalamu alaikum', 1), ('guna', 1), ('alhamdulillah', 1)]"
