content,score
bagus bangt aplikasiini al quranya mudah bgt untuk di baca.,5
"Alhamdulillah barokah, bisa membaca kitab suci ini disetiap saat, terima kasih 🙏",5
Tolong iklannya di tiadakan karena itu sangat mengganggu kalau kita buru2 buka aplikasi Al quran untuk membaca al qur'an atau mendengarkan suara morotalnya.,3
Aplikasi ini sangat bagus dan sangat membantu. Aku sangat suka aplikasi ini karena membantu aku belajar mengaji dan mengingat kan waktu sholat ku. terimakasih ya untuk pembuatan aplikasi ini🙏🏻,5
sangat bermanfaat jika kita dalam perjalanan tidak membawa al Qur'an kita bisa membaca dengan hp/aplikasi ini😁👍🏻😄,5
"Terimakasih kepada semua orang yg berperan dlm pembuatan aplikasi ini, apk nya bagus, bermanfaat bagi sy pribadi, dan insya Allah bermanfaat bagi semua orang untuk kita sama² belajar membaca atau menghafal Al-qur'an🙏",5
"bagus,bisa buat traveling juga yg ingin baca Alquran dngn mudah dan g ribet harus bawa Al-Qur'an 😍💋",5
"Apl ny bagus banget tapi kalau mau ubah suara azan ny pakai internet ,tolong diperbaiki apl ny",4
"bagus banget,...dengan kori nya banyak, bisa pilih sendiri....jadwal sholat oke,...gak salah pilih poko nya mah,.udah hampir 5 taunan pakai ini.",5
Bagus & sangat membantu lama sudah menggunakan apk.ini.,5
"bagus bermanfaat sekali , namun kadang suka ada iklan",5
"Dulu masih dev nya andi unpam aplikasi ga ada iklan begini, ini udah di ganti ke PT malah ada iklan. Kekurangan dana kah?",1
"Aplikasi yang sangat bermanfaat dan menjadi teman terdekat di setiap waktu dan perjalanan, karena sangat mudah di gunakan",5
SDH sangat membantu dgn semua fitur pilihan nya... Al Qur an Indonesia jg saya rekomendasikan ke kawan2 lain yg butuh Qur an dgn tanda tadwij nya,5
"Terima kasih banyak min aplikasi nya sangat bagus dan sangat membantu, kalau bisa tolong ditambahkan murottalnya Syekh Abdurrahman Mossad dong min",5
"sangat senang membaca Al Qur'an lewat aplikasi ini, membantu sy utk selalu membaca semoga aplikasi ini banyak yg memakainya. Dan selalu ter up to date, sehingga gampang utk digunakan.",5
Selama saya menggunakan aplikasi baca quran ini sangat membantu ketepatan ibadah lima waktu saya dan bacaan qur'an saya serta ibadah2 yang lain.,5
"Assalamualaikum,Kenapa aplikasi ini 24 download??terus kenapa aplikasi ini tidak berguna??apa mereka tidak mehargai??tapi saya suka aplikasi ini saya tiap hari membaca Alquran itu kitab suci, wajib untuk muslim,ini ada terjemahannya saya suka boleh untuk menghapal arti Alquran sama baca ayat Alquran 😁",5
Ok top bagus buat menghafal bisa diatur sesuai keinginan kita. Alhamdulillah...,5
"Assalamu'alaikum,entah knp bukannya semakin di upgrade makin bagus ini ga,knp di tambah Iklan,dh bagus sblm d upgrade kmrin dah",4
bagus banget aplikasi Al-Qur'annya. jadi lebih mudah mendengarkan MP3 Al-Qur'an dimana saja,5
memudahkan membaca Alqur'an kapan saja dan di mana saja. Sangat membantu juga untuk yg belum lancar baca Alqu'an.,5
Sangat membantu agar selalu mengingatkan diri lebih dekat lagi sama sang pencipta 😇🤲,5
"sudah lengkap fitur fiturnya, sangat available.sangat membantu , terimakasih. Syukur kalau dilengkapi dg doa doa yg ada dlm Al-Qur'an dan jg Asmaul Husna...",4
"Sangat Bagus, dan offline/tidak menggunakan data (paket/pulsa)",5
"Aplikasinya bagus, tapi ada yang kurang. Yaitu tampilkan surat perhalaman soalnya saya baca Al Qur'annya perhalaman. Jadi tolong ditambahkan ya",4
sangat membantu baca Qur 'an bisa dimana saja hanya dengan smartphone,4
"apk baik, alangkah lebih baik jika tdk untuk keperluan komersil dan tdk beriklan, toh kita instal disana juga ttp dpt penghasilan. tp, gpp lah.. semoga bisa mempertahankan kualitas atw bahkan ditingkatkan. trimakasih 🙏",5
"Masha Allah aplikasinya sangat bagus, saya jadi gampang kalo mau murojaah di sekolah, rekomen banget buat yang suka kemana mana dan ingin membaca al quran bisa melalui aplikasi ini",5
"apk ini sangat kerennnn sekali, membuat saya istiqomah dalam membaca al quran setiap harinya, makasih yang sudah menciptakan apk ini semoga dipermudahkan segala urusan, lancar rezeki, panjang umur, dan sehat selalu minal aidin wal faizin selamat hari raya idul adha🙂👍😇",4
aplikasi ini bermanfaat namun belum memiliki kalender Hijriah. terimakasih atas upayanya dan selamat atas prestasi nya.,5
terimakasih karena alquran ini ada tanda tajwid dan bisa tandai bacaan yg sudah kita baca,5
baguss banget jadi aku kalo lagi berpergian jauh bisa pasang timer ny trs bisa tau arah kiblatnya,4
"untuk memudahkan membaca sesuai arti, agar huruf latinya disesuaikan dgn huruf araf, diberikan tanda baca disetiap ayatnya berupa warna atau tanda lainnya",5
"Ketik di Playstore, ""aplikasi yang tidak berguna"", maka muncul aplikasi Al Qur'an ini, benar"" laknat mereka..",5
sudah bagus 👍 mungkin tambah tafsiran Al-Qur'an lagi saja supaya lebih lengkap,5
"Ok mantap sekarang waktu jam sholat udah bagus dan tambahan tanda baca pada Al-Quran jadi lebih mempermudah cara membacanya, sudah tidak ada masalah dengan waktu lagi, hanya saja ketika sinkron GPS dan arah kiblat masih aga lama untuk mencari posisi yang tepat, selebihnya isi Al Quran top Best Untuk masalah Ngaco Post saya di tgl 13/04/2021 sudah teratasi dan ok. Terima kasih",5
Alhamdulillh aplikasi ini sangat mudah dan membantu dalam membaca Al-Qur'an saat waktu senggang...,5
Al'Qur'an Indonesia sangat baik dan lengkap mudah untuk di baca dan pelajari...,5
sangat membantu waktu diluar maupun dirumah. jadi bisa baca Al Qur'an kapan saja.,5
UI nya simpel mudah dioperasikan,5
"aplikasi yg bagus ,sngt membantu bisa untuk blajar mengaji.",5
Lumayan untuk mendengarkan suara merdu dan gratis jika di download.serta bisa di dengar dengan offline,5
"Bagusss, tapi pas adzan nya ngga ada suara, semoga ngeluarin suara adzan di hp itel ya.",5
"aplikasinya sudah bagus, tapi bisa ditambah beberapa fitur lagi, seperti doa-doa misalnya",4
Sangat membantu utk waktu shalat dan jika ingin baca qur'an,5
"Jazakallahu khair buat seluruh tim developer apps ini. Masya Allah apps nya bagus, fiturnya lengkap & sangat user friendly.",5
sangat membantu dan juga tidak lemot bisa untuk baca Alquran bagus banget ap nya,5
Terimakasih atas aplikasinya sangat cocok dan membantu sangat mohon diversi selanjutnya ditambahkan waktu shalat Dhuha,5
Assalamualaikum wr.. wb.. aplikasinya sudah bagus sekali.untuk belajar juga bisa pokonya aplikasi cocok buat kalo perempuan mens atau nifas tapi walaupun saya ini laki-laki.dan ini cocok buat hafalan contohnya buat hafalan ngaji kalo di Al Qur'an kan harus berwudhu kalo di belum berwudhu juga dan sudah wudhu juga bisa.,5
"Assalamu'alaykum warahmatullah wabarakaatuh. Perkenalkan, Nama lengkap saya : Kaylla Nadyne Felisha Lesmana, namun akrab disapa Kaylla. Di sini saya menggunakan akun milik nenek saya. Saya mengucapkan terima kasih atas diluncurkannya aplikasi ini sebagai Al-Qur'an versi media sosial/digital karena dari lay outnya bagus dan bisa memilih teks Qur'annya mau yg versi Madinah atau IndoPak (Asia). Demikian yang dapat saya sampaikan, Wassalamu'alaikum warahmatullah wabarakaatuh.",5
"Alhamdulillah, ada apilikasi Alqur'an yg mudah digunakan . Terimakasi Apilikasi Al-Qur'an Indonesia. insyaallah saya dan keluarga bisa membaca Al-Qur'an dengan benar",5
"Sebenernya bagus banget aplikasi ini sy sdh pakai lama, tp semakin kesini iklannya masyaalloooh menggaggu sekali, sampai susah sekali ditutupnya. Mohon perhatiannya admin iklan jgn sampai susah ditutupnya. Terima kasih.",2
Alhamdulillah selebih sdh bagus dan mudah dipahami😊.mudah2an ditingkatkan LG fiturnya.terima kasih😊,5
sangat bagus bacaan Alquran dan ada teks terjemahan nya,5
"Terimaksih,sangat bagus cuma huruf arabnya kurang besar tolong bisa dibesarkan krn sy sdh plus,",4
"Lebih di tingkatkan lagi tentang fitur yg lain seperti pengingat waktu sholat(adzan) soalnya di hp saya kadang adzan nya ada kadang tidak, lebih sering tidak ada pengingat waktu sholat (adzan)dan kalau bisa ukuran setiap surah di kecilkan sedikit.🙏🙏🙏 Kalau fitur yg lain saya puas",5
"Sudah ganti uptade al quran baru ,,emng ngak bisa widget waktu sholat hp layar utama cuma bayar bulan aneh 👎👎",2
"sangat bagus,mendukung aku banget buat baca lewat sini kalo lagi pingin baca Al-Qur'an lewat handphone🙌🏻. pokonya bagus,10000/10 Dee hihii😻🙆🏻‍♀️👍🏻",5
"sya suka sma aplikasinya bagus buat sya, karna bisa di bca kapan pun dan di mana pun, dan bisa di bca di saat haid",5
"Sudah bagus. Dengan terjemahan akurat, huruf hijaiyah mudah dibaca, tajwid berwarna, serta adanya fitur mufradat yang sangat bagus. Namun kekurangannya hanya du iklan yang terlalu sering muncul, serta tidak ada fitur pencarian surah. Semoga bisa diperbaiki/ditambahkan.",4
Sangat lengkap dan mudah penggunaan fiturnya.Alhamdulillah...berkah buat kita smua,5
"Aplikasihnya bagus banget!!, Tulisan terjemahan semuanya bagus, tapi boleh saran, tolong masukin suara syekh yasser al dosari, soalnya suka banget pas beliau baca surat al mu'minun. Ya pokoknya ini baguss bgtttttt!!!!. Saya tau klo Syekh yasser a.d. belum semua surah al Qur'an beliau baca. Tapi blh? Sebagian surah yang sudah pernah beliau bacakan di masukan ke aplikasi ini?",5
"Sudah bisa,, kemarin setelah ada update dari samsung.. aplikasinya sudah oke, saya senang dengan tampilannya yang sederhana gak banyak fitur - fitur yang berlebihan..",5
Allhamdulilah saya sudah di juz 29 karena bantuan apk ini saya jadi lebih mudah untuk menghafal saya sangat suka apk ini karena bisa membantu saya untuk menghafal dan bisa murotal saya beri rating 5/5,5
"Alhamdulillah 🤲 sangat membantu dan bermanfaat sekali, Fitur utk copypaste ayatnya perlu ditingkatkan utk edit perbesar /per kecil ketika diprint",4
"Sangat bagus tulisan Al Qur'an nya mudah dibaca, lengkap isinya... yg jelas suka bgt",5
"Assalamualaikum bang dalfindo, aplikasi ini bagus aku belajar Al-Baqarah 20 yang asli halaman 20, merdu bikin nangis soalnya merdu banget, bang dalfindo assalamualaikum bang",5
Applikasi ini sangat ber manfaat buat saya yang sedang mencari arah qiblat dan menentukan jadwal sholat kerenn😊😊😊😊😊,5
sangat bagus tanpa internet pun bisa di buka dan lengkap dengan artinya serta cara bacanya,5
Easy to use. Dan mulai rutin membukanya. Keterangan warna dalam setiap ayat belum ada ya di aplikasi?,5
alhamdulillah sesuai dengan kebutuhan. semoga berkah ada fitur terakhir dibaca.,5
bunyi adzan cuma sekali pas baru pertama di download pas hari kedua.nya suara adzan nya tidak ada padahal sudah waktu nya untuk adzan .jadi tidak semangat menggunakan apk ini,1
Bagus dan sangat bermanfaat dan mudah dibaca huruf arabnya maupun latinnya semoga kedepannya lebih baik dan lebih bermanfaat bagi semuanya ..dan menambah ilmu,5
"Bnyak yang di ubah dan di tambahi kata2, dan juga banyak kebencian terhadap Nasrani dan yahudi; tidak sekalian di tambahi agama buda, Hindu, kong hucu. Tidak membangun, tdk membuat damai, dan tdk sukacita justru membuat permusuhan dan penyesatan. Saya ragu tentang firman Allah ini. Alquran menambahi kata2 harusnya merevisi; dalam pembuatan buku,kaedah skripsi, dan EYD di tolak kalau di kasih tanda kurung, menambahi kata2 yang tidak menyambung ceritanya, gambaran umum yang bersifat netral, dll.",1
Ini khusus untuk saya belajar kan nya dan tau hukuman nya tapi kenapa pas saya cuma asal tulis aplikasi nama nya aplikasi tak berguna😡 😤 untuk sementara saya kasih bintang 2 oke lain kali di ganti dong nama nya kamu membikin saya marahhh😡😡😤😤😤,2
"Ma Syaa Allah aplikasi in sangat membantu dalam menghafal Al Qur'an,,,bisa di ulang per ayat,per surat juga per juz Apakah iklannya bisa di hilangkan,,, mengganggu",5
"Sudah lama menggunakan Al-Qur'an Indonesia, tapi baru ini memberi ulasan,, tolong maafkan 🙏 dan terima kasih banyak, aplikasinya sangat sangat bermanfaat, mudah dan lengkap ✨ temen2 harus punya 💛 semoga Allah senantiasa membimbing dan memberi petunjuk untuk kita, aamiin.",5
"cukup baik dan bermanfaat untuk kegiatan kajian, seperti mengaji dll terimakasih😁👍🏻",4
Aplikasinya sangat bagus dan bisa mendengarkan surah surah tapi harus di downlod dulu semoga bisa lebih bagus lagi terima kasih sudah menciptakan aplikasi al kuran jadi aku bisa baca alkuran dimana aja,5
"Assalamu'alaikum wr wb,Alikasi ini sangat bagus dan membantu saya untuk membaca dan memnghafal Al quran .",5
"sangat bermanfaat,jadi selalu tau waktu tepat adzan/salat🙏🙏",5
"apk yang worth it buat di instal, ada fitur adzan 5 waktu, ada kalender Hijriyah nya jugaa, dan sekarang Qur'an nya ada yang perkata persis dibawah ayat dan terjemahan ada arti perkata dari ayat yang samaa. jadi memudahkan kita saat membaca Alqur'an untuk mengetahui arti tiap kata nya, masyaa Allah.. pahala jariyah untuk perancang aplikasi ini.. aamiin",5
Alhamdulilah aplikasi ini sangat membantu saya untuk melaksanakan tugas sebagai hamba untuk menyelesaikan sebagaiaan tugasnya. terimakasih atas semua ini. semoga saya bisa melakukannya.Ammiiin,5
Offline tapi iklannya banyak bingit. Jadi gak enak lagi. 😭,1
"Interface udah bagus, mudah dipahami dan ga ribet aplikasinya Masukan aja kalau bisa tampilan membaca Qur'an nya dibuat per halaman agar lebih mirip seperti Al-qur'an cetak asli.",5
Ini sangat berguna saya bangga dengan orang yang menciptakan aplikasi ini. Aplikasi ini memudahkan saya membaca kitab suci Al Quran saya sangat suka saya akan reating lima karena apk ini sangat berguna 🥰🥰🥰😇😇🤗😇,5
"Dengan Alquran Indonesia ini insyaAllah saya jadi rajin baca Alquran, dan menjadi semakin lancar baca Alquran dan alhamdulillah belun ada satu tahun sudah hatam tujuh kali, walaupun saya membaca dengan menggunakan huruf latinnya....",5
Bahasa Arab Kurang besar zoom nya. Mohon bisa diperbesar. Dulu sudah pernah. Trimakasih. Dan sekarang kalimat2nya sudah bisa zoom. Jaza choeron katsiron.,5
Aplikasi nya sangat bagus dan membantu saya membaca al quran.. 🥰😍😘 Kalo boleh tanya.. Apakah ayat di aplikasi ini sudah di cek dan sama dengan alquran asli (tanpa kesalahan ayat).. ? Mohon responnya.. Terimakasih 🥰,5
"sangat bermanfaat, sangat membantu pemula atau yang blm fasih membaca.",5
"terima kasih, atas pembuatan aplikasi ini, karna aplikasi ini dapat mengingat saya untuk waktu sholat yang tepat sesuai daerah tempat tinggal saya, allhamdulillah. 🤲",5
"Alhamdulillah dengan adanya apk ini,bisa membantu untuk membaca alqur,an.",5
"Jika ads nya bisa diatur, tolong jangan sampai muncul iklan judol. Soalnya barusan sy mengalami pas nutup aplikasi muncul iklan seperti itu.",4
Alhamdulillah sangat bermanfaat.. bisa menghafal al quran dengan mudah..,5
Assalamu'alaikum aplikasi nya bagus. Saya jadi bisa lancar dengan hafalan saya. Semoga kedepan nya jadi lebih bagus ya 😊,5
"udah lama menggunakan aplikasi ini,, ngebantu banget klo lg dlm perjalanan,, utk wktu sholatnya. memudahkan juga klo mau baca alquran dimanapun",5
"the best karena apk ini alhamdulillah jadi gak repot bawa al quran kemana mana , jadi makin semangat ngejar 30 juz",5
Alhamdulillah Al Quran Indonesia sangat membantu / mempermudah untuk selalu belajar bacaan nya dengan jelas.. Syukron Jazakumullah.. Barakallahu Fikum untuk Al Quran Indonesia,5
Alhamdulillah aplikasi ini membuat saya bisa melancarkan baca Al Qur'an kapan saja dan di mana saja dan sungguh nikmat nya,5
"Udah 3 tahun pake nih aplikasi dan ga pernah ganti aplikasi Al Qur'an yg lain nya, karna emng fitur nya bisa dibilang udh lengkap dan berguna bgt si apalagi yg suka baca surah krna di apk Al Qur'an ini bnyk surah termasuk latin juga beserta artinya, dan Untuk Juz, apalagi udh ada sound pengajian nya dan enak bgt didengar pas lgi tidur ataupun Smbil Ngafalin juga brguna bgt si, ya intinya the best lah buat kita yg hobi nya baca surah dan bisa Ngafalin di manapun dan kapan pun kalo Mau👍 - Wɪʟᴅᴀɴ.",5
Aku tulis aplikasi tidak berguna kenapa ini kan ini berguna banget untuk mengaji aku suka aplikasi nya tapi kenapa dibilang aplikasi tidak berguna sangat aneh sekalii,1
"Terimakasih yang telah membuat aplikasi ini. Aplikasi ini bagus dan ada membantu bahwa disitu, di ayat nya ada tajwid.",5
"Alhamdulillah mantap, tampilan dan fiturnya simpel gak bikin ribet dan gak bikin bingung Tetap di jaga tampilan dan fiturnya Terima kasih yaa Mohon izin saya pakai untuk membaca dan belajar yaa",5
Tulisannya bisa versi al Qur'an Indonesia waktu masih kecil. Hanya as menandai terakhir baca agak kesulitan.,5
"Sebenarnya sdh sangat bagus sayang sekali ada iklan,sebaiknya menurut saja jangan ada iklan diganti infak",4
Sangat bagus Saya telah beberapa kali mengganti hp dari model lama sampai android terbaru namun saya selalu menggunakan aplikasi ini untuk menghafal surah.,5
"Bagus banget. Udah ku pake 5+ tahun; tetapi fitur Premium pun datang membatasi pemakaian gadget untuk homescreen. Maklumi aja deh, mungkin tim nya lagi krisis ekonomi jadi apa salahnya ya kan?",5
"Assalamualaikum, aplikasi ini dah bagus bisa berdering saat adzan subuh bangun sahur pun bisa tapi pakek suara adzan subuh aja karna GK ada nama nya bangunin orang Sahur tapi play story coba kalian tulis aplikasi yang tidak berguna coba ya",5
"Alhamdulillah sangat bermanfaat, aplikasi yang sangat bagus untuk membantu belajar membaca Al Quran, dengan terjemahan yang bisa di setting ukuran font nya, dan huruf arabic nya juga bisa di sesuaikan ukuran font nya, cocok bagi yang penglihatannya minus(pakai kacamata)",5
"Terimakasih sekali! mudah di akses , mudah dibaca, ada translate perkata juga, pilihan suara murotal ada banyak , ada tanda warna untuk hukum bacaan tertentu yang memudahkan dan ada juga panduan tentang hukum bacaannya, settingan aplikasinya juga lengkap bisa di custom sesuai keinginan. Semoga berkah ya. Saya doain sukses terus untuk perusahaan dan para developernya.",5
saya sangat senang. karena memudahkan saya untuk membacanya kapanpun dan dimanapun,5
"Alhamdulillah sangat membantu,disaat ingin membaca Al quran,dan tidak sempat atau tidak membawa Al quran, masih bisa membacanya lewat aplikasi ini...terima kasih...",5
"aplikasi bagus bngt, sngt membantu, senengnya lagi bisa di akses pas lagi off data👍🏻👍🏻",5
Alhamdulillah sangat membantu bisa membaca Al Qur.an di manapun berada apalagi ada tanda terakhir baca ..terima kasih Barokallah Aamiin,5
alhamdullillah sangat membantu memberi pemahaman makna Alquran dan bacaannya,5
"Cara menentukan arah kiblatnya susah sekali sih, sudah coba berkali-kali goyangin hp tp ga muncul2 arah kiblatnya ..",5
"Sangat membantu dimanapun berada dan mudah pakainya,sukses teruss🙏🤲💪",5
"sangat berguna, bahkan ada sistem adzan yang dapat memudahkan kalian kaum muslimin untuk selalu ingat akan waktu shalat",5
Bagus banget aplikasinya semoga sukses selalu dan sudah selalu mengingatkan kita untuk waktu sholat,5
السلام عليكم ورحمه الله وبركاته buat saya sih sudah cukup bagus dan bisa membantu memudahkan memudahkan dalam membaca Alquran,5
Alhamdulillah dengan adanya Al Qur'an ini lebih cepat membaca dan bisa di bawa kemana saja ..,5
"sangat bermanfaat sekali, baca Al-qur'an jd gampang kalo lagi di jalan, ada pengingat sholat nya juga",5
"Aku kasihan,masa kucari aplikasi tak berguna munculnya quran imdonesia.sedih deh memang akhir zaman semakin dekat .tapi aplikasinya bagus kok.",5
sangat cocok untuk kamu yang suka dengan doa² yang ada di Al Qur'an terimakasih kepada developer yang telah buat apk,5
aplikasi ini cocok untuk alarm dan membaca Alquran walau aplikasi ini tidak berguna tapi untuk alarm shalat itu bagus banget 👍,4
alhamdulilah sudah 7 tahun saya download app ini. pertama diwnload aku belum bisa membaca al qur'an dngan sebab app ini kau suda bisa membaca al qur'an alhamdulillah bahkan sudah menghafal beberapa surah. terimakasi yang buat app ini semoga allah swt membalas kebaikan kalian di dunia dan akhirat dengan yang lebih baik,5
sangat membantu mempermudah dalam belajar tajwid dan memahami arti dan terjemahan Al Qur'an ... terima kasih Al Qur'an Indonesia,4
sangat membantu semoga berkah dan pengembangan aplikasi semakin lebih baik.,5
"aplikasi Al Quran ini sangat penting, karena sangat mudah bagi saya apabila ingin membaca dimana dan kapan saja good🫶",5
"aplikasi yang terbaik untuk pengingat sholat, ngaji dan arah kiblat, always the best 👍👍👍♥️♥️♥️",5
"tampilannya mudah digunakan, fitur lengkap.",5
Assalamualaikum surah al imran rekaman suranya kadang ada surah yg putus atau terlangkahi. Tolong diperbaiki makasih,3
Saat memutar murotal sangat tidak nyaman ketika ayat yg diputar otomatis naik ke atas. lebih nyaman kalo misal bisa scoll manual. mohon dipertimbangkan untuk bisa scroll manual agar lebih nyaman menyimak tulisan saat memutar murotal,4
aplikasi ini sangat bagus untuk anak belajar menghafal dan bisa membuat anak menjadi tahfizd👍👍👍👍🥰🥰❤️❤️❤️,4
"Mudah dalam membaca dan tajwid-nya jelas, serta dengan arti per kata memudahkan memahami arti makna Alqur'an",5
"Assalamu'alaikum warahmatullahi wabarakatuh Masha Allah Tabarakallah..Aplikasi Al-Qur'an Indonesia digital ini sangat indah bagi ana.walaupun ana masih sering membaca Al-Qur'an nya langsung,,seisi nya Al-Qur'an Ayat dan Surah nya ana dapat Hidayah dan berkah ilmu.subhanallah hati ana adem rasa nya seperti Allah SWT. ada bersama di samping ana🤲🏻🥺🥰💐🙏",5
"assalamualaikum trimakasih atas tersedianya aplikasi ini sehingga saya d mudah kan apabila ingin mmbaca ayat ayat qur an ,s lain dr ini saya mohon d tambah atao d lengkapi dg hadist ,dlikir,ttnan sholat lengkap atao fiqh solat smua brmampaat buat bkl pengetahuan anak sblum k madrosah ataopn ksekolah.",5
"suangat bagus,sangat membantu,tolong yang terjemahan bahasa indonesianya,tiap berhenti di ayat yang panjang,semua di beri tanda koma,agar lebih mudah lagi🙏🙏🙏",5
"Assalamu'alaikum, insyaallah yg membuat program ini mendapatkan balasan/pahala yg lebih besar dari Allah SWT, semakin bertambah rejekinya, selalu sehat dan panjang umur, aamiin yra...",5
baik dan tidak terlalu banyak iklannya abis tu bisa kyk bukan kita yng baca tapi ada rekamannya segitu aja infonya mksh:-)(^-^)(^_^)v,5
sangat mempermudah pembaca nya dan terjemahan nya jelass,5
aplikasi al quran indonesia sangat bagus sangat membantu buat sy yg tdk bisa baca arab,5
bagus banget tulisan nya jelas & audio nya juga sangat bagus,4
"oke semoga bisa selalu istiqomah menjalankan semua kewajiban, updateterus fiturnya lebih baik lagi",5
Halo. Aplikasi ini sangat membantu saya saat sedang mobile ya. Boleh saya memberi saran untuk menambah fitur tasbih virtual ya. Terima kasih.,5
Asalamualaikum semoga berkah dan bermanfaat. Sejak update suka ngelag ni Gk bisa save lg,4
"Terima kasih Oleh Developernya , karena membantu saya menjadi lancar membaca al-Qur'an nya , terima kasih banyak.👍",5
apk nya baguss banget untuk orang yang berpergian tapi lupa bawa al qur`an,5
"Bagus banget dan tdk ada iklan pula, lebih mudah dan gampang untuk mencari ,dan saya suka banget dg alqur""an yg ini..",5
"gampang buat orang yang halangan dan dapat menghafal melalui mendengarkan jadi pas kita diem kita bisa dengerin murotalnya,,,trs juga gampang kalo lupa gak bawa al quran kita ginggal buka hp dan buka al quran indonesia pokoknya gampang banget deh...enak banget kalok download alquran indonesia.. aku jamin kalian yang downlpad juga g akan nyesel",5
"aplikasi nya bagus , tapi pas saya gabut trus saya cari , aplikasi yang tidak berguna ,tapi keluarnya kok al-Qur'an indonesia ya apa kah sistem nya eror 🙏🏻",5
Terlalu srng di update jadi saya sarankan untuk sistem kalo setiap diupdate harus ada perubahan dong,4
Alhamdulillah sudah bagus dilengkapi pengaturan cepat - lambatnya bacaan memudahkan saya dalam memahami maupun menghafal Al-Qur'an.,4
Diantara banyak aplikasi Alquran yg pernah coba di download..yg ini tulisannya paling jelas..bisa disesuaikan ukurannya untuk sy yg matanya mulai gak jelas..,5
"Kecewa, setelah update malah widget waktu sholat hanya untuk yg premium, sebelumya tidak.",3
Sangat membantu untuk bacaan al quran dan jadwal solat klo perlu macam doa dzikir sesudah solat.,3
"Alhamdulillah semenjak ada aplikasi ini,aku senang dan sangat bersemangat untuk membaca nya",5
"Kacau iklannya sekarang ga sesuai dengan seharusnya, masa mau baca quran suruh dengerin dulu suara/musik. Kalau iklan tulisan sih gpp. Parah sekarang, lamakelamaan sy hapus Mash banyak aplikasi quran lainnya",4
Alhamdulillah aplikasi mudah....bisa digunakan dengan banyak menu qori dan yang lain..semoga keberkahan dilimpahkan kepada yg membuat aplikasi ini,5
Bagus bisa baca di hp kalo kemana² jadi gak usah repot² bawa AL-QUR'AN jadi tas gak berat dan bisa ngajarun sikecil dan ada suaranya jadi in cocok sekali,5
"Alhamdulillah..., saya paling suka deteksi jadwal sholat nya cepet banget di tiap wilayah Indonesia. Tapi sayang skrg sudah ke model bisnis, kalau gak update premium maka widged tidak bisa dipasang di layar depan .",4
sangat baik karena mudah mengkakses ayat yang ingin di baca. cukup punya hp android maka dunia di tanganmu. Androidmu menjadi tempat yang simple untuk menyimpan Al Qur'an mu.,5
"assalamualaikum,kak aplikasi ini sngt berguna untuk membaca,mendengarkan dan meplajari tajwid².tpi kak maaf cranya agar bisa mengganti layar/warna nya agar wrna gelap bagaimana y kak??,semoga diliat/dijawab,sekian trima ksih🙏🙏",5
"Jangan kebanyakan iklan dong...masa mau liat waktu solat aja pake mesti liat iklan dulu...kalo orang sampe telat solat karna kelamaan nonton iklannya, antum yg tanggungjawab loh",3
Bagus banget morotalnya pas banget ana harus menghafal setiap saat surah surahnya lengkap pokoknya the Best lahhh Al-Qur'an Indonesia ini the Best bangettt syukronnnn yaaaa salam dari mi tahfizh cendekia Pekanbaru Salam dari rimbo panjang Villa selectamas blok f 16 Salam sabar ❤️🧡💛💚💙💜❤️,5
"Saya benar benar menyukai aplikasi ini,aplikasi inilah yang paling diandalkan oleh keluargaku,tapi aplikasi ini terlalu sering update padahal tidak ada perubahan apapun,walau begitu aplikasi ini sudah bagus kok!",5
"sudah bagus, tapi kenapa widgetnya jadi premium?😭",3
Subhanallah... sangat membantu membaca harian (khatam Qur'an) diperjalanan karena ada tanda pengingat dan sangat memudahkan dlm pencarian referensi ayat dgn cepat dan membantu mengingat ketika lupa,5
"Alhamdulillah, @Al Quran Indonesia alangkah Bagus nya bilah dilengkapi dengan Huruf Hijaiyah, dan cara mengaji anak dan dewasa yg masi belum tau...",5
"simple,tepat waktu dan azan nya berfungsi dengan baik . saya mengharapkan jgn di rubah lagi .ini sudah yg terbaik.",5
"Untuk murotal nya bila bisa artinya juga bisa di berikan suaranya, tidak hanya arabnya.",5
"Min kalo update harusnya data yg kita dah pake ga keriset,ini dah baca sampe juz berapa eh pas up malah balek ke awal.jadi ribet settingan nya lagi 😅",4
"aplikasi nya bagus bangeeet, alhamdulillah dengan aplikasi ini saya masih bisa membaca al quran ketika sedang tidak dirumah",5
"Assalamualaikum saya ingin mereting aplikasi ini. Masyaallah aplikasinya sangat bagus, membantu untuk beribadah atau mengaji🥰🥰",5
"Sangat membantu,untuk belajar dan mempelajari cara membaca Al-Quran dengan lengkap.",5
"Butuh info dong saya kan download al Qur'an di hp suami, tapi kenapa selalu gagal dibuka yaa, jadi kembali ke halaman home. Tolong info secepatnya 🙏",5
sangat mudah untuk membaca dan memahami nya,5
"iklannya banyak, tapi konten oke sekali",4
Alhamdulillah aplikasinya bagus dan bermanfaat untuk di perjalanan.,5
Alhamdulillah dengan aplikasi ini bisa mempermudah untuk berinteraksi dengan Al QUR'AN karena bisa dengan mudah dibawa kemanapun.,5
