content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,textSteam
Alhamdulilah aplikasi ini sangat membantu saya untuk melaksanakan tugas sebagai hamba untuk menyelesaikan sebagaiaan tugasnya. terimakasih atas semua ini. semoga saya bisa melakukannya.Ammiiin,5,1,alhamdulilah aplikasi ini sangat membantu saya untuk melaksanakan tugas sebagai hamba untuk menyelesaikan sebagaiaan tugasnya. terimakasih atas semua ini. semoga saya bisa melakukannya.ammiiin,alhamdulilah aplikasi membantu melaksanakan tugas hamba menyelesaikan sebagaiaan tugasnya. terimakasih ini. semoga melakukannya.ammiiin,alhamdulilah aplikasi membantu melaksanakan tugas hamba menyelesaikan sebagaiaan tugasnya. terimakasih ini. semoga melakukannya.ammiiin,"['alhamdulilah', 'aplikasi', 'membantu', 'melaksanakan', 'tugas', 'hamba', 'menyelesaikan', 'sebagaiaan', 'tugasnya', '.', 'terimakasih', 'ini', '.', 'semoga', 'melakukannya.ammiiin']",alhamdulilah aplikasi bantu laksana tugas hamba selesai sebagaiaan tugas  terimakasih ini  moga laku ammiiin
Offline tapi iklannya banyak bingit. Jadi gak enak lagi. 😭,1,-1,offline tapi iklannya banyak bingit. jadi gak enak lagi. 😭,offline iklannya bingit. gak enak lagi. 😭,offline iklannya bingit. gak enak lagi. ,"['offline', 'iklannya', 'bingit', '.', 'gak', 'enak', 'lagi', '.']",offline iklan bingit  gak enak lagi 
"Interface udah bagus, mudah dipahami dan ga ribet aplikasinya Masukan aja kalau bisa tampilan membaca Qur'an nya dibuat per halaman agar lebih mirip seperti Al-qur'an cetak asli.",5,1,"interface udah bagus, mudah dipahami dan ga ribet aplikasinya masukan aja kalau bisa tampilan membaca qur'an nya dibuat per halaman agar lebih mirip seperti al-qur'an cetak asli.","interface udah bagus, mudah dipahami ga ribet aplikasinya masukan aja tampilan membaca qur'an nya halaman al-qur'an cetak asli.","interface udah bagus, mudah dipahami ga ribet aplikasinya masukan aja tampilan membaca qur'an nya halaman al-qur'an cetak asli.","['interface', 'udah', 'bagus', ',', 'mudah', 'dipahami', 'ga', 'ribet', 'aplikasinya', 'masukan', 'aja', 'tampilan', 'membaca', ""qur'an"", 'nya', 'halaman', ""al-qur'an"", 'cetak', 'asli', '.']",interface udah bagus  mudah paham ga ribet aplikasi masuk aja tampil baca qur an nya halaman al-qur an cetak asli 
Ini sangat berguna saya bangga dengan orang yang menciptakan aplikasi ini. Aplikasi ini memudahkan saya membaca kitab suci Al Quran saya sangat suka saya akan reating lima karena apk ini sangat berguna 🥰🥰🥰😇😇🤗😇,5,1,ini sangat berguna saya bangga dengan orang yang menciptakan aplikasi ini. aplikasi ini memudahkan saya membaca kitab suci al quran saya sangat suka saya akan reating lima karena apk ini sangat berguna 🥰🥰🥰😇😇🤗😇,berguna bangga orang menciptakan aplikasi ini. aplikasi memudahkan membaca kitab suci al quran suka reating apk berguna 🥰🥰🥰😇😇🤗😇,berguna bangga orang menciptakan aplikasi ini. aplikasi memudahkan membaca kitab suci al quran suka reating apk berguna ,"['berguna', 'bangga', 'orang', 'menciptakan', 'aplikasi', 'ini', '.', 'aplikasi', 'memudahkan', 'membaca', 'kitab', 'suci', 'al', 'quran', 'suka', 'reating', 'apk', 'berguna']",guna bangga orang cipta aplikasi ini  aplikasi mudah baca kitab suci al quran suka reating apk guna
"Dengan Alquran Indonesia ini insyaAllah saya jadi rajin baca Alquran, dan menjadi semakin lancar baca Alquran dan alhamdulillah belun ada satu tahun sudah hatam tujuh kali, walaupun saya membaca dengan menggunakan huruf latinnya....",5,1,"dengan alquran indonesia ini insyaallah saya jadi rajin baca alquran, dan menjadi semakin lancar baca alquran dan alhamdulillah belun ada satu tahun sudah hatam tujuh kali, walaupun saya membaca dengan menggunakan huruf latinnya....","alquran indonesia insyaallah rajin baca alquran, lancar baca alquran alhamdulillah belun hatam tujuh kali, membaca huruf latinnya....","alquran indonesia insyaallah rajin baca alquran, lancar baca alquran alhamdulillah belun hatam tujuh kali, membaca huruf latinnya....","['alquran', 'indonesia', 'insyaallah', 'rajin', 'baca', 'alquran', ',', 'lancar', 'baca', 'alquran', 'alhamdulillah', 'belun', 'hatam', 'tujuh', 'kali', ',', 'membaca', 'huruf', 'latinnya', '....']",alquran indonesia insyaallah rajin baca alquran  lancar baca alquran alhamdulillah bun hatam tujuh kali  baca huruf latinnya 
Bahasa Arab Kurang besar zoom nya. Mohon bisa diperbesar. Dulu sudah pernah. Trimakasih. Dan sekarang kalimat2nya sudah bisa zoom. Jaza choeron katsiron.,5,1,bahasa arab kurang besar zoom nya. mohon bisa diperbesar. dulu sudah pernah. trimakasih. dan sekarang kalimat2nya sudah bisa zoom. jaza choeron katsiron.,bahasa arab zoom nya. mohon diperbesar. pernah. trimakasih. kalimat2nya zoom. jaza choeron katsiron.,bahasa arab zoom nya. mohon diperbesar. pernah. trimakasih. kalimat2nya zoom. jaza choeron katsiron.,"['bahasa', 'arab', 'zoom', 'nya', '.', 'mohon', 'diperbesar', '.', 'pernah', '.', 'trimakasih', '.', 'kalimat2nya', 'zoom', '.', 'jaza', 'choeron', 'katsiron', '.']",bahasa arab zoom nya  mohon besar  pernah  trimakasih  kalimat2nya zoom  jaza choeron katsiron 
Aplikasi nya sangat bagus dan membantu saya membaca al quran.. 🥰😍😘 Kalo boleh tanya.. Apakah ayat di aplikasi ini sudah di cek dan sama dengan alquran asli (tanpa kesalahan ayat).. ? Mohon responnya.. Terimakasih 🥰,5,1,aplikasi nya sangat bagus dan membantu saya membaca al quran.. 🥰😍😘 kalo boleh tanya.. apakah ayat di aplikasi ini sudah di cek dan sama dengan alquran asli (tanpa kesalahan ayat).. ? mohon responnya.. terimakasih 🥰,aplikasi nya bagus membantu membaca al quran.. 🥰😍😘 kalo tanya.. ayat aplikasi cek alquran asli (tanpa kesalahan ayat).. ? mohon responnya.. terimakasih 🥰,aplikasi nya bagus membantu membaca al quran..  kalo tanya.. ayat aplikasi cek alquran asli (tanpa kesalahan ayat).. ? mohon responnya.. terimakasih ,"['aplikasi', 'nya', 'bagus', 'membantu', 'membaca', 'al', 'quran', '..', 'kalo', 'tanya', '..', 'ayat', 'aplikasi', 'cek', 'alquran', 'asli', '(', 'tanpa', 'kesalahan', 'ayat', ')', '..', '?', 'mohon', 'responnya', '..', 'terimakasih']",aplikasi nya bagus bantu baca al quran  kalo tanya  ayat aplikasi cek alquran asli  tanpa salah ayat    mohon responnya  terimakasih
"sangat bermanfaat, sangat membantu pemula atau yang blm fasih membaca.",5,1,"sangat bermanfaat, sangat membantu pemula atau yang blm fasih membaca.","bermanfaat, membantu pemula blm fasih membaca.","bermanfaat, membantu pemula blm fasih membaca.","['bermanfaat', ',', 'membantu', 'pemula', 'blm', 'fasih', 'membaca', '.']",manfaat  bantu mula blm fasih baca 
"terima kasih, atas pembuatan aplikasi ini, karna aplikasi ini dapat mengingat saya untuk waktu sholat yang tepat sesuai daerah tempat tinggal saya, allhamdulillah. 🤲",5,1,"terima kasih, atas pembuatan aplikasi ini, karna aplikasi ini dapat mengingat saya untuk waktu sholat yang tepat sesuai daerah tempat tinggal saya, allhamdulillah. 🤲","terima kasih, pembuatan aplikasi ini, karna aplikasi sholat sesuai daerah tinggal saya, allhamdulillah. 🤲","terima kasih, pembuatan aplikasi ini, karna aplikasi sholat sesuai daerah tinggal saya, allhamdulillah. ","['terima', 'kasih', ',', 'pembuatan', 'aplikasi', 'ini', ',', 'karna', 'aplikasi', 'sholat', 'sesuai', 'daerah', 'tinggal', 'saya', ',', 'allhamdulillah', '.']",terima kasih  buat aplikasi ini  karna aplikasi sholat sesuai daerah tinggal saya  allhamdulillah 
"Alhamdulillah dengan adanya apk ini,bisa membantu untuk membaca alqur,an.",5,1,"alhamdulillah dengan adanya apk ini,bisa membantu untuk membaca alqur,an.","alhamdulillah apk ini,bisa membantu membaca alqur,an.","alhamdulillah apk ini,bisa membantu membaca alqur,an.","['alhamdulillah', 'apk', 'ini', ',', 'bisa', 'membantu', 'membaca', 'alqur', ',', 'an', '.']",alhamdulillah apk ini  bisa bantu baca alqur  an 
"Jika ads nya bisa diatur, tolong jangan sampai muncul iklan judol. Soalnya barusan sy mengalami pas nutup aplikasi muncul iklan seperti itu.",4,1,"jika ads nya bisa diatur, tolong jangan sampai muncul iklan judol. soalnya barusan sy mengalami pas nutup aplikasi muncul iklan seperti itu.","ads nya diatur, tolong muncul iklan judol. barusan sy mengalami pas nutup aplikasi muncul iklan itu.","ads nya diatur, tolong muncul iklan judol. barusan sy mengalami pas nutup aplikasi muncul iklan itu.","['ads', 'nya', 'diatur', ',', 'tolong', 'muncul', 'iklan', 'judol', '.', 'barusan', 'sy', 'mengalami', 'pas', 'nutup', 'aplikasi', 'muncul', 'iklan', 'itu', '.']",ads nya atur  tolong muncul iklan judol  barusan sy alami pas nutup aplikasi muncul iklan itu 
Alhamdulillah sangat bermanfaat.. bisa menghafal al quran dengan mudah..,5,1,alhamdulillah sangat bermanfaat.. bisa menghafal al quran dengan mudah..,alhamdulillah bermanfaat.. menghafal al quran mudah..,alhamdulillah bermanfaat.. menghafal al quran mudah..,"['alhamdulillah', 'bermanfaat', '..', 'menghafal', 'al', 'quran', 'mudah', '..']",alhamdulillah manfaat  hafal al quran mudah 
Assalamu'alaikum aplikasi nya bagus. Saya jadi bisa lancar dengan hafalan saya. Semoga kedepan nya jadi lebih bagus ya 😊,5,1,assalamu'alaikum aplikasi nya bagus. saya jadi bisa lancar dengan hafalan saya. semoga kedepan nya jadi lebih bagus ya 😊,assalamu'alaikum aplikasi nya bagus. lancar hafalan saya. semoga kedepan nya bagus ya 😊,assalamu'alaikum aplikasi nya bagus. lancar hafalan saya. semoga kedepan nya bagus ya ,"[""assalamu'alaikum"", 'aplikasi', 'nya', 'bagus', '.', 'lancar', 'hafalan', 'saya', '.', 'semoga', 'kedepan', 'nya', 'bagus', 'ya']",assalamu alaikum aplikasi nya bagus  lancar hafal saya  moga depan nya bagus ya
"udah lama menggunakan aplikasi ini,, ngebantu banget klo lg dlm perjalanan,, utk wktu sholatnya. memudahkan juga klo mau baca alquran dimanapun",5,1,"udah lama menggunakan aplikasi ini,, ngebantu banget klo lg dlm perjalanan,, utk wktu sholatnya. memudahkan juga klo mau baca alquran dimanapun","udah aplikasi ini,, ngebantu banget klo lg dlm perjalanan,, utk wktu sholatnya. memudahkan klo baca alquran dimanapun","udah aplikasi ini,, ngebantu banget klo lg dlm perjalanan,, utk wktu sholatnya. memudahkan klo baca alquran dimanapun","['udah', 'aplikasi', 'ini', ',', ',', 'ngebantu', 'banget', 'klo', 'lg', 'dlm', 'perjalanan', ',', ',', 'utk', 'wktu', 'sholatnya', '.', 'memudahkan', 'klo', 'baca', 'alquran', 'dimanapun']",udah aplikasi ini   ngebantu banget klo lg dlm jalan   utk wktu sholatnya  mudah klo baca alquran mana
"the best karena apk ini alhamdulillah jadi gak repot bawa al quran kemana mana , jadi makin semangat ngejar 30 juz",5,1,"the best karena apk ini alhamdulillah jadi gak repot bawa al quran kemana mana , jadi makin semangat ngejar 30 juz","the best apk alhamdulillah gak repot bawa al quran kemana , semangat ngejar 30 juz","the best apk alhamdulillah gak repot bawa al quran kemana , semangat ngejar 30 juz","['the', 'best', 'apk', 'alhamdulillah', 'gak', 'repot', 'bawa', 'al', 'quran', 'kemana', ',', 'semangat', 'ngejar', '30', 'juz']",the best apk alhamdulillah gak repot bawa al quran mana  semangat ngejar 30 juz
Alhamdulillah Al Quran Indonesia sangat membantu / mempermudah untuk selalu belajar bacaan nya dengan jelas.. Syukron Jazakumullah.. Barakallahu Fikum untuk Al Quran Indonesia,5,1,alhamdulillah al quran indonesia sangat membantu / mempermudah untuk selalu belajar bacaan nya dengan jelas.. syukron jazakumullah.. barakallahu fikum untuk al quran indonesia,alhamdulillah al quran indonesia membantu / mempermudah belajar bacaan nya jelas.. syukron jazakumullah.. barakallahu fikum al quran indonesia,alhamdulillah al quran indonesia membantu / mempermudah belajar bacaan nya jelas.. syukron jazakumullah.. barakallahu fikum al quran indonesia,"['alhamdulillah', 'al', 'quran', 'indonesia', 'membantu', '/', 'mempermudah', 'belajar', 'bacaan', 'nya', 'jelas', '..', 'syukron', 'jazakumullah', '..', 'barakallahu', 'fikum', 'al', 'quran', 'indonesia']",alhamdulillah al quran indonesia bantu  mudah ajar baca nya jelas  syukron jazakumullah  barakallahu fikum al quran indonesia
Alhamdulillah aplikasi ini membuat saya bisa melancarkan baca Al Qur'an kapan saja dan di mana saja dan sungguh nikmat nya,5,1,alhamdulillah aplikasi ini membuat saya bisa melancarkan baca al qur'an kapan saja dan di mana saja dan sungguh nikmat nya,alhamdulillah aplikasi melancarkan baca al qur'an sungguh nikmat nya,alhamdulillah aplikasi melancarkan baca al qur'an sungguh nikmat nya,"['alhamdulillah', 'aplikasi', 'melancarkan', 'baca', 'al', ""qur'an"", 'sungguh', 'nikmat', 'nya']",alhamdulillah aplikasi lancar baca al qur an sungguh nikmat nya
"Udah 3 tahun pake nih aplikasi dan ga pernah ganti aplikasi Al Qur'an yg lain nya, karna emng fitur nya bisa dibilang udh lengkap dan berguna bgt si apalagi yg suka baca surah krna di apk Al Qur'an ini bnyk surah termasuk latin juga beserta artinya, dan Untuk Juz, apalagi udh ada sound pengajian nya dan enak bgt didengar pas lgi tidur ataupun Smbil Ngafalin juga brguna bgt si, ya intinya the best lah buat kita yg hobi nya baca surah dan bisa Ngafalin di manapun dan kapan pun kalo Mau👍 - Wɪʟᴅᴀɴ.",5,1,"udah 3 tahun pake nih aplikasi dan ga pernah ganti aplikasi al qur'an yg lain nya, karna emng fitur nya bisa dibilang udh lengkap dan berguna bgt si apalagi yg suka baca surah krna di apk al qur'an ini bnyk surah termasuk latin juga beserta artinya, dan untuk juz, apalagi udh ada sound pengajian nya dan enak bgt didengar pas lgi tidur ataupun smbil ngafalin juga brguna bgt si, ya intinya the best lah buat kita yg hobi nya baca surah dan bisa ngafalin di manapun dan kapan pun kalo mau👍 - wɪʟᴅᴀɴ.","udah 3 pake nih aplikasi ga ganti aplikasi al qur'an yg nya, karna emng fitur nya dibilang udh lengkap berguna bgt si yg suka baca surah krna apk al qur'an bnyk surah latin beserta artinya, juz, udh sound pengajian nya enak bgt didengar pas lgi tidur smbil ngafalin brguna bgt si, ya intinya the best yg hobi nya baca surah ngafalin manapun kalo mau👍 - wɪʟᴅᴀɴ.","udah 3 pake nih aplikasi ga ganti aplikasi al qur'an yg nya, karna emng fitur nya dibilang udh lengkap berguna bgt si yg suka baca surah krna apk al qur'an bnyk surah latin beserta artinya, juz, udh sound pengajian nya enak bgt didengar pas lgi tidur smbil ngafalin brguna bgt si, ya intinya the best yg hobi nya baca surah ngafalin manapun kalo mau - wɪʟᴅᴀɴ.","['udah', '3', 'pake', 'nih', 'aplikasi', 'ga', 'ganti', 'aplikasi', 'al', ""qur'an"", 'yg', 'nya', ',', 'karna', 'emng', 'fitur', 'nya', 'dibilang', 'udh', 'lengkap', 'berguna', 'bgt', 'si', 'yg', 'suka', 'baca', 'surah', 'krna', 'apk', 'al', ""qur'an"", 'bnyk', 'surah', 'latin', 'beserta', 'artinya', ',', 'juz', ',', 'udh', 'sound', 'pengajian', 'nya', 'enak', 'bgt', 'didengar', 'pas', 'lgi', 'tidur', 'smbil', 'ngafalin', 'brguna', 'bgt', 'si', ',', 'ya', 'intinya', 'the', 'best', 'yg', 'hobi', 'nya', 'baca', 'surah', 'ngafalin', 'manapun', 'kalo', 'mau', '-', 'wɪʟᴅᴀɴ', '.']",udah 3 pake nih aplikasi ga ganti aplikasi al qur an yg nya  karna emng fitur nya bilang udh lengkap guna bgt si yg suka baca surah krna apk al qur an bnyk surah latin serta arti  juz  udh sound aji nya enak bgt dengar pas lgi tidur smbil ngafalin brguna bgt si  ya inti the best yg hobi nya baca surah ngafalin mana kalo mau - w 
Aku tulis aplikasi tidak berguna kenapa ini kan ini berguna banget untuk mengaji aku suka aplikasi nya tapi kenapa dibilang aplikasi tidak berguna sangat aneh sekalii,1,-1,aku tulis aplikasi tidak berguna kenapa ini kan ini berguna banget untuk mengaji aku suka aplikasi nya tapi kenapa dibilang aplikasi tidak berguna sangat aneh sekalii,tulis aplikasi berguna berguna banget mengaji suka aplikasi nya dibilang aplikasi berguna aneh sekalii,tulis aplikasi berguna berguna banget mengaji suka aplikasi nya dibilang aplikasi berguna aneh sekalii,"['tulis', 'aplikasi', 'berguna', 'berguna', 'banget', 'mengaji', 'suka', 'aplikasi', 'nya', 'dibilang', 'aplikasi', 'berguna', 'aneh', 'sekalii']",tulis aplikasi guna guna banget aji suka aplikasi nya bilang aplikasi guna aneh sekali
"Terimakasih yang telah membuat aplikasi ini. Aplikasi ini bagus dan ada membantu bahwa disitu, di ayat nya ada tajwid.",5,1,"terimakasih yang telah membuat aplikasi ini. aplikasi ini bagus dan ada membantu bahwa disitu, di ayat nya ada tajwid.","terimakasih aplikasi ini. aplikasi bagus membantu disitu, ayat nya tajwid.","terimakasih aplikasi ini. aplikasi bagus membantu disitu, ayat nya tajwid.","['terimakasih', 'aplikasi', 'ini', '.', 'aplikasi', 'bagus', 'membantu', 'disitu', ',', 'ayat', 'nya', 'tajwid', '.']",terimakasih aplikasi ini  aplikasi bagus bantu situ  ayat nya tajwid 
"Alhamdulillah mantap, tampilan dan fiturnya simpel gak bikin ribet dan gak bikin bingung Tetap di jaga tampilan dan fiturnya Terima kasih yaa Mohon izin saya pakai untuk membaca dan belajar yaa",5,1,"alhamdulillah mantap, tampilan dan fiturnya simpel gak bikin ribet dan gak bikin bingung tetap di jaga tampilan dan fiturnya terima kasih yaa mohon izin saya pakai untuk membaca dan belajar yaa","alhamdulillah mantap, tampilan fiturnya simpel gak bikin ribet gak bikin bingung jaga tampilan fiturnya terima kasih yaa mohon izin pakai membaca belajar yaa","alhamdulillah mantap, tampilan fiturnya simpel gak bikin ribet gak bikin bingung jaga tampilan fiturnya terima kasih yaa mohon izin pakai membaca belajar yaa","['alhamdulillah', 'mantap', ',', 'tampilan', 'fiturnya', 'simpel', 'gak', 'bikin', 'ribet', 'gak', 'bikin', 'bingung', 'jaga', 'tampilan', 'fiturnya', 'terima', 'kasih', 'yaa', 'mohon', 'izin', 'pakai', 'membaca', 'belajar', 'yaa']",alhamdulillah mantap  tampil fiturnya simpel gak bikin ribet gak bikin bingung jaga tampil fiturnya terima kasih yaa mohon izin pakai baca ajar yaa
Tulisannya bisa versi al Qur'an Indonesia waktu masih kecil. Hanya as menandai terakhir baca agak kesulitan.,5,1,tulisannya bisa versi al qur'an indonesia waktu masih kecil. hanya as menandai terakhir baca agak kesulitan.,tulisannya versi al qur'an indonesia kecil. as menandai baca kesulitan.,tulisannya versi al qur'an indonesia kecil. as menandai baca kesulitan.,"['tulisannya', 'versi', 'al', ""qur'an"", 'indonesia', 'kecil', '.', 'as', 'menandai', 'baca', 'kesulitan', '.']",tulis versi al qur an indonesia kecil  as tanda baca sulit 
"Sebenarnya sdh sangat bagus sayang sekali ada iklan,sebaiknya menurut saja jangan ada iklan diganti infak",4,1,"sebenarnya sdh sangat bagus sayang sekali ada iklan,sebaiknya menurut saja jangan ada iklan diganti infak","sdh bagus sayang iklan,sebaiknya iklan diganti infak","sdh bagus sayang iklan,sebaiknya iklan diganti infak","['sdh', 'bagus', 'sayang', 'iklan', ',', 'sebaiknya', 'iklan', 'diganti', 'infak']",sdh bagus sayang iklan  baik iklan ganti infak
Sangat bagus Saya telah beberapa kali mengganti hp dari model lama sampai android terbaru namun saya selalu menggunakan aplikasi ini untuk menghafal surah.,5,1,sangat bagus saya telah beberapa kali mengganti hp dari model lama sampai android terbaru namun saya selalu menggunakan aplikasi ini untuk menghafal surah.,bagus kali mengganti hp model android terbaru aplikasi menghafal surah.,bagus kali mengganti hp model android terbaru aplikasi menghafal surah.,"['bagus', 'kali', 'mengganti', 'hp', 'model', 'android', 'terbaru', 'aplikasi', 'menghafal', 'surah', '.']",bagus kali ganti hp model android baru aplikasi hafal surah 
"Bagus banget. Udah ku pake 5+ tahun; tetapi fitur Premium pun datang membatasi pemakaian gadget untuk homescreen. Maklumi aja deh, mungkin tim nya lagi krisis ekonomi jadi apa salahnya ya kan?",5,1,"bagus banget. udah ku pake 5+ tahun; tetapi fitur premium pun datang membatasi pemakaian gadget untuk homescreen. maklumi aja deh, mungkin tim nya lagi krisis ekonomi jadi apa salahnya ya kan?","bagus banget. udah ku pake 5+ tahun; fitur premium membatasi pemakaian gadget homescreen. maklumi aja deh, tim nya krisis ekonomi salahnya ya kan?","bagus banget. udah ku pake 5+ tahun; fitur premium membatasi pemakaian gadget homescreen. maklumi aja deh, tim nya krisis ekonomi salahnya ya kan?","['bagus', 'banget', '.', 'udah', 'ku', 'pake', '5+', 'tahun', ';', 'fitur', 'premium', 'membatasi', 'pemakaian', 'gadget', 'homescreen', '.', 'maklumi', 'aja', 'deh', ',', 'tim', 'nya', 'krisis', 'ekonomi', 'salahnya', 'ya', 'kan', '?']",bagus banget  udah ku pake 5 tahun  fitur premium batas pakai gadget homescreen  maklum aja deh  tim nya krisis ekonomi salah ya kan 
"Assalamualaikum, aplikasi ini dah bagus bisa berdering saat adzan subuh bangun sahur pun bisa tapi pakek suara adzan subuh aja karna GK ada nama nya bangunin orang Sahur tapi play story coba kalian tulis aplikasi yang tidak berguna coba ya",5,1,"assalamualaikum, aplikasi ini dah bagus bisa berdering saat adzan subuh bangun sahur pun bisa tapi pakek suara adzan subuh aja karna gk ada nama nya bangunin orang sahur tapi play story coba kalian tulis aplikasi yang tidak berguna coba ya","assalamualaikum, aplikasi dah bagus berdering adzan subuh bangun sahur pakek suara adzan subuh aja karna gk nama nya bangunin orang sahur play story coba tulis aplikasi berguna coba ya","assalamualaikum, aplikasi dah bagus berdering adzan subuh bangun sahur pakek suara adzan subuh aja karna gk nama nya bangunin orang sahur play story coba tulis aplikasi berguna coba ya","['assalamualaikum', ',', 'aplikasi', 'dah', 'bagus', 'berdering', 'adzan', 'subuh', 'bangun', 'sahur', 'pakek', 'suara', 'adzan', 'subuh', 'aja', 'karna', 'gk', 'nama', 'nya', 'bangunin', 'orang', 'sahur', 'play', 'story', 'coba', 'tulis', 'aplikasi', 'berguna', 'coba', 'ya']",assalamualaikum  aplikasi dah bagus dering adzan subuh bangun sahur pakek suara adzan subuh aja karna gk nama nya bangunin orang sahur play story coba tulis aplikasi guna coba ya
"Alhamdulillah sangat bermanfaat, aplikasi yang sangat bagus untuk membantu belajar membaca Al Quran, dengan terjemahan yang bisa di setting ukuran font nya, dan huruf arabic nya juga bisa di sesuaikan ukuran font nya, cocok bagi yang penglihatannya minus(pakai kacamata)",5,1,"alhamdulillah sangat bermanfaat, aplikasi yang sangat bagus untuk membantu belajar membaca al quran, dengan terjemahan yang bisa di setting ukuran font nya, dan huruf arabic nya juga bisa di sesuaikan ukuran font nya, cocok bagi yang penglihatannya minus(pakai kacamata)","alhamdulillah bermanfaat, aplikasi bagus membantu belajar membaca al quran, terjemahan setting ukuran font nya, huruf arabic nya sesuaikan ukuran font nya, cocok penglihatannya minus(pakai kacamata)","alhamdulillah bermanfaat, aplikasi bagus membantu belajar membaca al quran, terjemahan setting ukuran font nya, huruf arabic nya sesuaikan ukuran font nya, cocok penglihatannya minus(pakai kacamata)","['alhamdulillah', 'bermanfaat', ',', 'aplikasi', 'bagus', 'membantu', 'belajar', 'membaca', 'al', 'quran', ',', 'terjemahan', 'setting', 'ukuran', 'font', 'nya', ',', 'huruf', 'arabic', 'nya', 'sesuaikan', 'ukuran', 'font', 'nya', ',', 'cocok', 'penglihatannya', 'minus', '(', 'pakai', 'kacamata', ')']",alhamdulillah manfaat  aplikasi bagus bantu ajar baca al quran  terjemah setting ukur font nya  huruf arabic nya sesuai ukur font nya  cocok lihat minus  pakai kacamata 
"Terimakasih sekali! mudah di akses , mudah dibaca, ada translate perkata juga, pilihan suara murotal ada banyak , ada tanda warna untuk hukum bacaan tertentu yang memudahkan dan ada juga panduan tentang hukum bacaannya, settingan aplikasinya juga lengkap bisa di custom sesuai keinginan. Semoga berkah ya. Saya doain sukses terus untuk perusahaan dan para developernya.",5,1,"terimakasih sekali! mudah di akses , mudah dibaca, ada translate perkata juga, pilihan suara murotal ada banyak , ada tanda warna untuk hukum bacaan tertentu yang memudahkan dan ada juga panduan tentang hukum bacaannya, settingan aplikasinya juga lengkap bisa di custom sesuai keinginan. semoga berkah ya. saya doain sukses terus untuk perusahaan dan para developernya.","terimakasih sekali! mudah akses , mudah dibaca, translate perkata juga, pilihan suara murotal , tanda warna hukum bacaan memudahkan panduan hukum bacaannya, settingan aplikasinya lengkap custom sesuai keinginan. semoga berkah ya. doain sukses perusahaan developernya.","terimakasih sekali! mudah akses , mudah dibaca, translate perkata juga, pilihan suara murotal , tanda warna hukum bacaan memudahkan panduan hukum bacaannya, settingan aplikasinya lengkap custom sesuai keinginan. semoga berkah ya. doain sukses perusahaan developernya.","['terimakasih', 'sekali', '!', 'mudah', 'akses', ',', 'mudah', 'dibaca', ',', 'translate', 'perkata', 'juga', ',', 'pilihan', 'suara', 'murotal', ',', 'tanda', 'warna', 'hukum', 'bacaan', 'memudahkan', 'panduan', 'hukum', 'bacaannya', ',', 'settingan', 'aplikasinya', 'lengkap', 'custom', 'sesuai', 'keinginan', '.', 'semoga', 'berkah', 'ya', '.', 'doain', 'sukses', 'perusahaan', 'developernya', '.']",terimakasih sekali  mudah akses  mudah baca  translate kata juga  pilih suara murotal  tanda warna hukum baca mudah pandu hukum baca  settingan aplikasi lengkap custom sesuai ingin  moga berkah ya  doain sukses usaha developer 
saya sangat senang. karena memudahkan saya untuk membacanya kapanpun dan dimanapun,5,1,saya sangat senang. karena memudahkan saya untuk membacanya kapanpun dan dimanapun,senang. memudahkan membacanya dimanapun,senang. memudahkan membacanya dimanapun,"['senang', '.', 'memudahkan', 'membacanya', 'dimanapun']",senang  mudah baca mana
"Alhamdulillah sangat membantu,disaat ingin membaca Al quran,dan tidak sempat atau tidak membawa Al quran, masih bisa membacanya lewat aplikasi ini...terima kasih...",5,1,"alhamdulillah sangat membantu,disaat ingin membaca al quran,dan tidak sempat atau tidak membawa al quran, masih bisa membacanya lewat aplikasi ini...terima kasih...","alhamdulillah membantu,disaat membaca al quran,dan membawa al quran, membacanya aplikasi ini...terima kasih...","alhamdulillah membantu,disaat membaca al quran,dan membawa al quran, membacanya aplikasi ini...terima kasih...","['alhamdulillah', 'membantu', ',', 'disaat', 'membaca', 'al', 'quran', ',', 'dan', 'membawa', 'al', 'quran', ',', 'membacanya', 'aplikasi', 'ini', '...', 'terima', 'kasih', '...']",alhamdulillah bantu  saat baca al quran  dan bawa al quran  baca aplikasi ini  terima kasih 
"aplikasi bagus bngt, sngt membantu, senengnya lagi bisa di akses pas lagi off data👍🏻👍🏻",5,1,"aplikasi bagus bngt, sngt membantu, senengnya lagi bisa di akses pas lagi off data👍🏻👍🏻","aplikasi bagus bngt, sngt membantu, senengnya akses pas off data👍🏻👍🏻","aplikasi bagus bngt, sngt membantu, senengnya akses pas off data","['aplikasi', 'bagus', 'bngt', ',', 'sngt', 'membantu', ',', 'senengnya', 'akses', 'pas', 'off', 'data']",aplikasi bagus bngt  sngt bantu  neng akses pas off data
