content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam
Tolong dong widget jadwal sholat tetep gtatis. Maap klo belum bisa jd member premium.,5,1,tolong dong widget jadwal sholat tetep gtatis. maap klo belum bisa jd member premium.,tolong widget jadwal sholat tetep gtatis. maap klo jd member premium.,tolong widget jadwal sholat tetep gtatis. maap klo jd member premium.,"['tolong', 'widget', 'jadwal', 'sholat', 'tetep', 'gtatis', '.', 'maap', 'klo', 'jd', 'member', 'premium', '.']","['tolong', 'widget', 'jadwal', 'sholat', 'tetep', 'gtatis', '.', 'maap', ' kalau', ' jadi', 'member', 'premium', '.']","['tolong', 'widget', 'jadwal', 'sholat', 'tetep', 'gtatis', '.', 'maap', ' kalau', ' jadi', 'member', 'premium', '.']"
"Cukup bagus sampai saat ini, cuma kl bisa kita tdk perlu update jadwal sholat bila pindah tempat, jadi otomatis sesuai maps, terima kasih",5,1,"cukup bagus sampai saat ini, cuma kl bisa kita tdk perlu update jadwal sholat bila pindah tempat, jadi otomatis sesuai maps, terima kasih","bagus ini, kl tdk update jadwal sholat pindah tempat, otomatis sesuai maps, terima kasih","bagus ini, kl tdk update jadwal sholat pindah tempat, otomatis sesuai maps, terima kasih","['bagus', 'ini', ',', 'kl', 'tdk', 'update', 'jadwal', 'sholat', 'pindah', 'tempat', ',', 'otomatis', 'sesuai', 'maps', ',', 'terima', 'kasih']","['bagus', 'ini', ',', ' kalau', ' tidak', ' terbaru', 'jadwal', 'sholat', 'pindah', 'tempat', ',', 'otomatis', 'sesuai', 'maps', ',', 'terima', 'kasih']","['bagus', 'ini', ',', ' kalau', ' tidak', ' terbaru', 'jadwal', 'sholat', 'pindah', 'tempat', ',', 'otomatis', 'sesuai', 'maps', ',', 'terima', 'kasih']"
aplikasi alqur'an ini sangat bagus lengkap banyak fitur nya ada tajwid berwarna yg memudahkan membaca alquran praktis dan huruf arab jelas bisa atur besar kecil terima kasih sgt membantu untuk belajar membaca alquran,5,1,aplikasi alqur'an ini sangat bagus lengkap banyak fitur nya ada tajwid berwarna yg memudahkan membaca alquran praktis dan huruf arab jelas bisa atur besar kecil terima kasih sgt membantu untuk belajar membaca alquran,aplikasi alqur'an bagus lengkap fitur nya tajwid berwarna yg memudahkan membaca alquran praktis huruf arab atur terima kasih sgt membantu belajar membaca alquran,aplikasi alqur'an bagus lengkap fitur nya tajwid berwarna yg memudahkan membaca alquran praktis huruf arab atur terima kasih sgt membantu belajar membaca alquran,"['aplikasi', ""alqur'an"", 'bagus', 'lengkap', 'fitur', 'nya', 'tajwid', 'berwarna', 'yg', 'memudahkan', 'membaca', 'alquran', 'praktis', 'huruf', 'arab', 'atur', 'terima', 'kasih', 'sgt', 'membantu', 'belajar', 'membaca', 'alquran']","['aplikasi', ""alqur'an"", 'bagus', 'lengkap', 'fitur', 'nya', 'tajwid', 'berwarna', ' yang', 'memudahkan', 'membaca', 'alquran', 'praktis', 'huruf', 'arab', 'atur', 'terima', 'kasih', ' sangat', 'membantu', 'belajar', 'membaca', 'alquran']","['aplikasi', ""alqur'an"", 'bagus', 'lengkap', 'fitur', 'nya', 'tajwid', 'berwarna', ' yang', 'memudahkan', 'membaca', 'alquran', 'praktis', 'huruf', 'arab', 'atur', 'terima', 'kasih', ' sangat', 'membantu', 'belajar', 'membaca', 'alquran']"
"aplikasinya sudah baik, seperti ada fitur dimana arah qiblat dll. tapi aplikasinya sering update jadi itu kekurangannya",4,1,"aplikasinya sudah baik, seperti ada fitur dimana arah qiblat dll. tapi aplikasinya sering update jadi itu kekurangannya","aplikasinya baik, fitur dimana arah qiblat dll. aplikasinya update kekurangannya","aplikasinya baik, fitur dimana arah qiblat dll. aplikasinya update kekurangannya","['aplikasinya', 'baik', ',', 'fitur', 'dimana', 'arah', 'qiblat', 'dll', '.', 'aplikasinya', 'update', 'kekurangannya']","['aplikasinya', 'baik', ',', 'fitur', 'dimana', 'arah', 'qiblat', ' dan lain lain', '.', 'aplikasinya', ' terbaru', 'kekurangannya']","['aplikasinya', 'baik', ',', 'fitur', 'dimana', 'arah', 'qiblat', ' dan lain lain', '.', 'aplikasinya', ' terbaru', 'kekurangannya']"
sangat Bermanfaat bisa baca al-Qur'an dimana saja dan kapan saja,5,1,sangat bermanfaat bisa baca al-qur'an dimana saja dan kapan saja,bermanfaat baca al-qur'an dimana,bermanfaat baca al-qur'an dimana,"['bermanfaat', 'baca', ""al-qur'an"", 'dimana']","['bermanfaat', 'baca', ""al-qur'an"", 'dimana']","['bermanfaat', 'baca', ""al-qur'an"", 'dimana']"
iklannya di hilangkan karena itu sangat menggangu aktivitas saat membuka aplikasi ini,5,1,iklannya di hilangkan karena itu sangat menggangu aktivitas saat membuka aplikasi ini,iklannya hilangkan menggangu aktivitas membuka aplikasi,iklannya hilangkan menggangu aktivitas membuka aplikasi,"['iklannya', 'hilangkan', 'menggangu', 'aktivitas', 'membuka', 'aplikasi']","['iklannya', 'hilangkan', 'menggangu', 'aktivitas', 'membuka', 'aplikasi']","['iklannya', 'hilangkan', 'menggangu', 'aktivitas', 'membuka', 'aplikasi']"
sangat membantu buat saya sangat mudah di gunakan pkonya mantap,5,1,sangat membantu buat saya sangat mudah di gunakan pkonya mantap,membantu mudah pkonya mantap,membantu mudah pkonya mantap,"['membantu', 'mudah', 'pkonya', 'mantap']","['membantu', 'mudah', 'pkonya', 'mantap']","['membantu', 'mudah', 'pkonya', 'mantap']"
"Assalamualaikum.. aplikasi ini sangat Maa Syaa Allah, kalau lagi diluar lupa bawa Al-Qur'an selalu pke ini, kalau di rumah Qur'an nya pada arab semua aku selalu pakai ini untuk membaca latinnya, Ini sangat berguna, semua surah ada disini, Syukron",5,1,"assalamualaikum.. aplikasi ini sangat maa syaa allah, kalau lagi diluar lupa bawa al-qur'an selalu pke ini, kalau di rumah qur'an nya pada arab semua aku selalu pakai ini untuk membaca latinnya, ini sangat berguna, semua surah ada disini, syukron","assalamualaikum.. aplikasi maa syaa allah, diluar lupa bawa al-qur'an pke ini, rumah qur'an nya arab pakai membaca latinnya, berguna, surah disini, syukron","assalamualaikum.. aplikasi maa syaa allah, diluar lupa bawa al-qur'an pke ini, rumah qur'an nya arab pakai membaca latinnya, berguna, surah disini, syukron","['assalamualaikum', '..', 'aplikasi', 'maa', 'syaa', 'allah', ',', 'diluar', 'lupa', 'bawa', ""al-qur'an"", 'pke', 'ini', ',', 'rumah', ""qur'an"", 'nya', 'arab', 'pakai', 'membaca', 'latinnya', ',', 'berguna', ',', 'surah', 'disini', ',', 'syukron']","['assalamualaikum', '..', 'aplikasi', 'maa', 'syaa', 'allah', ',', 'diluar', 'lupa', 'bawa', ""al-qur'an"", 'pke', 'ini', ',', 'rumah', ""qur'an"", 'nya', 'arab', 'pakai', 'membaca', 'latinnya', ',', 'berguna', ',', ' suruh', 'disini', ',', 'syukron']","['assalamualaikum', '..', 'aplikasi', 'maa', 'syaa', 'allah', ',', 'diluar', 'lupa', 'bawa', ""al-qur'an"", 'pke', 'ini', ',', 'rumah', ""qur'an"", 'nya', 'arab', 'pakai', 'membaca', 'latinnya', ',', 'berguna', ',', ' suruh', 'disini', ',', 'syukron']"
"Huruf Arab nya terlalu kecil sakit mata, kalo baca latinnya ga dpt pahala. Tolong diperbesar contohnya nu online enak dibaca.",1,-1,"huruf arab nya terlalu kecil sakit mata, kalo baca latinnya ga dpt pahala. tolong diperbesar contohnya nu online enak dibaca.","huruf arab nya sakit mata, kalo baca latinnya ga dpt pahala. tolong diperbesar contohnya nu online enak dibaca.","huruf arab nya sakit mata, kalo baca latinnya ga dpt pahala. tolong diperbesar contohnya nu online enak dibaca.","['huruf', 'arab', 'nya', 'sakit', 'mata', ',', 'kalo', 'baca', 'latinnya', 'ga', 'dpt', 'pahala', '.', 'tolong', 'diperbesar', 'contohnya', 'nu', 'online', 'enak', 'dibaca', '.']","['huruf', 'arab', 'nya', 'sakit', 'mata', ',', ' kalau', 'baca', 'latinnya', 'ga', ' dapat', 'pahala', '.', 'tolong', 'diperbesar', 'contohnya', 'nu', 'online', 'enak', 'dibaca', '.']","['huruf', 'arab', 'nya', 'sakit', 'mata', ',', ' kalau', 'baca', 'latinnya', 'ga', ' dapat', 'pahala', '.', 'tolong', 'diperbesar', 'contohnya', 'nu', 'online', 'enak', 'dibaca', '.']"
"bagus bgt sih ini apk bisa buat ngaji sama buat morottal tapi terkadang bisa ngeleh gitu seperti saya menghidupkan morottal suara surat al Baqarah tapi bukannya surat itu malah ke yg lain, jadi saya saranin bisa di perbaiki lebih baik!. Terimakasih!",4,1,"bagus bgt sih ini apk bisa buat ngaji sama buat morottal tapi terkadang bisa ngeleh gitu seperti saya menghidupkan morottal suara surat al baqarah tapi bukannya surat itu malah ke yg lain, jadi saya saranin bisa di perbaiki lebih baik!. terimakasih!","bagus bgt sih apk ngaji morottal terkadang ngeleh gitu menghidupkan morottal suara surat al baqarah surat yg lain, saranin perbaiki baik!. terimakasih!","bagus bgt sih apk ngaji morottal terkadang ngeleh gitu menghidupkan morottal suara surat al baqarah surat yg lain, saranin perbaiki baik!. terimakasih!","['bagus', 'bgt', 'sih', 'apk', 'ngaji', 'morottal', 'terkadang', 'ngeleh', 'gitu', 'menghidupkan', 'morottal', 'suara', 'surat', 'al', 'baqarah', 'surat', 'yg', 'lain', ',', 'saranin', 'perbaiki', 'baik', '!', '.', 'terimakasih', '!']","['bagus', ' banget', 'sih', ' aplikasi', 'ngaji', 'morottal', 'terkadang', 'ngeleh', 'gitu', 'menghidupkan', 'morottal', 'suara', 'surat', 'al', 'baqarah', 'surat', ' yang', 'lain', ',', ' saran', 'perbaiki', 'baik', '!', '.', ' terima kasih', '!']","['bagus', ' banget', 'sih', ' aplikasi', 'ngaji', 'morottal', 'terkadang', 'ngeleh', 'gitu', 'menghidupkan', 'morottal', 'suara', 'surat', 'al', 'baqarah', 'surat', ' yang', 'lain', ',', ' saran', 'perbaiki', 'baik', '!', '.', ' terima kasih', '!']"
sangat bagus dan rekomended fitur nya lengkap dan mempermudah bagi temen temen yang ingin lebih praktis dalam membaca Al-Quran,5,1,sangat bagus dan rekomended fitur nya lengkap dan mempermudah bagi temen temen yang ingin lebih praktis dalam membaca al-quran,bagus rekomended fitur nya lengkap mempermudah temen temen praktis membaca al-quran,bagus rekomended fitur nya lengkap mempermudah temen temen praktis membaca al-quran,"['bagus', 'rekomended', 'fitur', 'nya', 'lengkap', 'mempermudah', 'temen', 'temen', 'praktis', 'membaca', 'al-quran']","['bagus', ' rekomendasi', 'fitur', 'nya', 'lengkap', 'mempermudah', ' teman', ' teman', 'praktis', 'membaca', 'al-quran']","['bagus', ' rekomendasi', 'fitur', 'nya', 'lengkap', 'mempermudah', ' teman', ' teman', 'praktis', 'membaca', 'al-quran']"
"Sangat membantu sekali, bisa kapan dan dimana saja kita membaca Al-Qur'an 👍👍",5,1,"sangat membantu sekali, bisa kapan dan dimana saja kita membaca al-qur'an 👍👍","membantu sekali, dimana membaca al-qur'an 👍👍","membantu sekali, dimana membaca al-qur'an ","['membantu', 'sekali', ',', 'dimana', 'membaca', ""al-qur'an""]","['membantu', 'sekali', ',', 'dimana', 'membaca', ""al-qur'an""]","['membantu', 'sekali', ',', 'dimana', 'membaca', ""al-qur'an""]"
"Aplikasi Al-Qur'an Indonesia adalah apk yg paling bagus ada fitur memperingati adzan, ada fitur mengahadap mana Kiblat dan surah yg di Al-Qur'an,ini lengkap sekali yg tidak ada di Al-Qur'an ada di apk ini sekian dari saya terimakasih assalamu'alaikum🙏",5,1,"aplikasi al-qur'an indonesia adalah apk yg paling bagus ada fitur memperingati adzan, ada fitur mengahadap mana kiblat dan surah yg di al-qur'an,ini lengkap sekali yg tidak ada di al-qur'an ada di apk ini sekian dari saya terimakasih assalamu'alaikum🙏","aplikasi al-qur'an indonesia apk yg bagus fitur memperingati adzan, fitur mengahadap kiblat surah yg al-qur'an,ini lengkap yg al-qur'an apk sekian terimakasih assalamu'alaikum🙏","aplikasi al-qur'an indonesia apk yg bagus fitur memperingati adzan, fitur mengahadap kiblat surah yg al-qur'an,ini lengkap yg al-qur'an apk sekian terimakasih assalamu'alaikum","['aplikasi', ""al-qur'an"", 'indonesia', 'apk', 'yg', 'bagus', 'fitur', 'memperingati', 'adzan', ',', 'fitur', 'mengahadap', 'kiblat', 'surah', 'yg', ""al-qur'an"", ',', 'ini', 'lengkap', 'yg', ""al-qur'an"", 'apk', 'sekian', 'terimakasih', ""assalamu'alaikum""]","['aplikasi', ""al-qur'an"", 'indonesia', ' aplikasi', ' yang', 'bagus', 'fitur', 'memperingati', 'adzan', ',', 'fitur', 'mengahadap', 'kiblat', ' suruh', ' yang', ""al-qur'an"", ',', 'ini', 'lengkap', ' yang', ""al-qur'an"", ' aplikasi', 'sekian', ' terima kasih', ""assalamu'alaikum""]","['aplikasi', ""al-qur'an"", 'indonesia', ' aplikasi', ' yang', 'bagus', 'fitur', 'memperingati', 'adzan', ',', 'fitur', 'mengahadap', 'kiblat', ' suruh', ' yang', ""al-qur'an"", ',', 'ini', 'lengkap', ' yang', ""al-qur'an"", ' aplikasi', 'sekian', ' terima kasih', ""assalamu'alaikum""]"
"bisa baca Al-Qur'an dlm perjalanan. tulisan jelas, ada arti, murotal.. waktu sholat.. bagus, sangat membantu",5,1,"bisa baca al-qur'an dlm perjalanan. tulisan jelas, ada arti, murotal.. waktu sholat.. bagus, sangat membantu","baca al-qur'an dlm perjalanan. tulisan jelas, arti, murotal.. sholat.. bagus, membantu","baca al-qur'an dlm perjalanan. tulisan jelas, arti, murotal.. sholat.. bagus, membantu","['baca', ""al-qur'an"", 'dlm', 'perjalanan', '.', 'tulisan', 'jelas', ',', 'arti', ',', 'murotal', '..', 'sholat', '..', 'bagus', ',', 'membantu']","['baca', ""al-qur'an"", 'dalam', 'perjalanan', '.', 'tulisan', 'jelas', ',', 'arti', ',', 'murotal', '..', 'sholat', '..', 'bagus', ',', 'membantu']","['baca', ""al-qur'an"", 'dalam', 'perjalanan', '.', 'tulisan', 'jelas', ',', 'arti', ',', 'murotal', '..', 'sholat', '..', 'bagus', ',', 'membantu']"
terimakasih telah membantu membuat muda dalam mengartikan bacaan Alquran,5,1,terimakasih telah membantu membuat muda dalam mengartikan bacaan alquran,terimakasih membantu muda mengartikan bacaan alquran,terimakasih membantu muda mengartikan bacaan alquran,"['terimakasih', 'membantu', 'muda', 'mengartikan', 'bacaan', 'alquran']","[' terima kasih', 'membantu', 'muda', 'mengartikan', 'bacaan', 'alquran']","[' terima kasih', 'membantu', 'muda', 'mengartikan', 'bacaan', 'alquran']"
"𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡,,, 𝐛𝐢𝐬𝐚 𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮, 𝐊𝐚𝐥𝐚𝐮 𝐤𝐞𝐥𝐮𝐚𝐫 𝐤𝐨𝐭𝐚 𝐭𝐢𝐧𝐠𝐠𝐚𝐥 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚 𝐤𝐢𝐭𝐚 𝐬𝐮𝐝𝐚𝐡 𝐝𝐚𝐩𝐚𝐭 𝐩𝐚𝐡𝐚𝐥𝐚 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡.... 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐜𝐚 𝐛𝐮𝐚𝐭 𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮 𝐬𝐞𝐦𝐮𝐚",5,1,"𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡,,, 𝐛𝐢𝐬𝐚 𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮, 𝐊𝐚𝐥𝐚𝐮 𝐤𝐞𝐥𝐮𝐚𝐫 𝐤𝐨𝐭𝐚 𝐭𝐢𝐧𝐠𝐠𝐚𝐥 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚 𝐤𝐢𝐭𝐚 𝐬𝐮𝐝𝐚𝐡 𝐝𝐚𝐩𝐚𝐭 𝐩𝐚𝐡𝐚𝐥𝐚 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡.... 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐜𝐚 𝐛𝐮𝐚𝐭 𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮 𝐬𝐞𝐦𝐮𝐚","𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡,,, 𝐛𝐢𝐬𝐚 𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮, 𝐊𝐚𝐥𝐚𝐮 𝐤𝐞𝐥𝐮𝐚𝐫 𝐤𝐨𝐭𝐚 𝐭𝐢𝐧𝐠𝐠𝐚𝐥 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚 𝐤𝐢𝐭𝐚 𝐬𝐮𝐝𝐚𝐡 𝐝𝐚𝐩𝐚𝐭 𝐩𝐚𝐡𝐚𝐥𝐚 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡.... 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐜𝐚 𝐛𝐮𝐚𝐭 𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮 𝐬𝐞𝐦𝐮𝐚","𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡,,, 𝐛𝐢𝐬𝐚 𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮, 𝐊𝐚𝐥𝐚𝐮 𝐤𝐞𝐥𝐮𝐚𝐫 𝐤𝐨𝐭𝐚 𝐭𝐢𝐧𝐠𝐠𝐚𝐥 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚 𝐤𝐢𝐭𝐚 𝐬𝐮𝐝𝐚𝐡 𝐝𝐚𝐩𝐚𝐭 𝐩𝐚𝐡𝐚𝐥𝐚 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡.... 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐜𝐚 𝐛𝐮𝐚𝐭 𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮 𝐬𝐞𝐦𝐮𝐚","['𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡', ',', ',', ',', '𝐛𝐢𝐬𝐚', '𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮', ',', '𝐊𝐚𝐥𝐚𝐮', '𝐤𝐞𝐥𝐮𝐚𝐫', '𝐤𝐨𝐭𝐚', '𝐭𝐢𝐧𝐠𝐠𝐚𝐥', '𝐛𝐮𝐤𝐚', '𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚', '𝐤𝐢𝐭𝐚', '𝐬𝐮𝐝𝐚𝐡', '𝐝𝐚𝐩𝐚𝐭', '𝐩𝐚𝐡𝐚𝐥𝐚', '𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡', '....', '𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭', '𝐦𝐞𝐦𝐛𝐚𝐜𝐚', '𝐛𝐮𝐚𝐭', '𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮', '𝐬𝐞𝐦𝐮𝐚']","['𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡', ',', ',', ',', '𝐛𝐢𝐬𝐚', '𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮', ',', '𝐊𝐚𝐥𝐚𝐮', '𝐤𝐞𝐥𝐮𝐚𝐫', '𝐤𝐨𝐭𝐚', '𝐭𝐢𝐧𝐠𝐠𝐚𝐥', '𝐛𝐮𝐤𝐚', '𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚', '𝐤𝐢𝐭𝐚', '𝐬𝐮𝐝𝐚𝐡', '𝐝𝐚𝐩𝐚𝐭', '𝐩𝐚𝐡𝐚𝐥𝐚', '𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡', '....', '𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭', '𝐦𝐞𝐦𝐛𝐚𝐜𝐚', '𝐛𝐮𝐚𝐭', '𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮', '𝐬𝐞𝐦𝐮𝐚']","['𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡', ',', ',', ',', '𝐛𝐢𝐬𝐚', '𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮', ',', '𝐊𝐚𝐥𝐚𝐮', '𝐤𝐞𝐥𝐮𝐚𝐫', '𝐤𝐨𝐭𝐚', '𝐭𝐢𝐧𝐠𝐠𝐚𝐥', '𝐛𝐮𝐤𝐚', '𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚', '𝐤𝐢𝐭𝐚', '𝐬𝐮𝐝𝐚𝐡', '𝐝𝐚𝐩𝐚𝐭', '𝐩𝐚𝐡𝐚𝐥𝐚', '𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡', '....', '𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭', '𝐦𝐞𝐦𝐛𝐚𝐜𝐚', '𝐛𝐮𝐚𝐭', '𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮', '𝐬𝐞𝐦𝐮𝐚']"
"Tanda warna tajwid berbeda dengan yang ada di mayoritas Al Qur'an cetak maupun Al Qur'an Digital yang lain. Jadi membuat asing ketika di lihat, dan harus lihat panduan warnanya lagi saat ingin tahu hukum bacaannya. Jadi saran tanda warna tajwid disamakan dengan ketentuan Depag RI saja.",4,1,"tanda warna tajwid berbeda dengan yang ada di mayoritas al qur'an cetak maupun al qur'an digital yang lain. jadi membuat asing ketika di lihat, dan harus lihat panduan warnanya lagi saat ingin tahu hukum bacaannya. jadi saran tanda warna tajwid disamakan dengan ketentuan depag ri saja.","tanda warna tajwid berbeda mayoritas al qur'an cetak al qur'an digital lain. asing lihat, lihat panduan warnanya hukum bacaannya. saran tanda warna tajwid disamakan ketentuan depag ri saja.","tanda warna tajwid berbeda mayoritas al qur'an cetak al qur'an digital lain. asing lihat, lihat panduan warnanya hukum bacaannya. saran tanda warna tajwid disamakan ketentuan depag ri saja.","['tanda', 'warna', 'tajwid', 'berbeda', 'mayoritas', 'al', ""qur'an"", 'cetak', 'al', ""qur'an"", 'digital', 'lain', '.', 'asing', 'lihat', ',', 'lihat', 'panduan', 'warnanya', 'hukum', 'bacaannya', '.', 'saran', 'tanda', 'warna', 'tajwid', 'disamakan', 'ketentuan', 'depag', 'ri', 'saja', '.']","['tanda', 'warna', 'tajwid', 'berbeda', 'mayoritas', 'al', ""qur'an"", 'cetak', 'al', ""qur'an"", 'digital', 'lain', '.', 'asing', 'lihat', ',', 'lihat', 'panduan', 'warnanya', 'hukum', 'bacaannya', '.', 'saran', 'tanda', 'warna', 'tajwid', 'disamakan', 'ketentuan', 'depag', 'ri', 'saja', '.']","['tanda', 'warna', 'tajwid', 'berbeda', 'mayoritas', 'al', ""qur'an"", 'cetak', 'al', ""qur'an"", 'digital', 'lain', '.', 'asing', 'lihat', ',', 'lihat', 'panduan', 'warnanya', 'hukum', 'bacaannya', '.', 'saran', 'tanda', 'warna', 'tajwid', 'disamakan', 'ketentuan', 'depag', 'ri', 'saja', '.']"
Aplikasi ini membantu saya setiap hari utk bisa membaca alquran dimna saja dan menjadikan solat lima waktu saya tdk terlewatkan waktunya,5,1,aplikasi ini membantu saya setiap hari utk bisa membaca alquran dimna saja dan menjadikan solat lima waktu saya tdk terlewatkan waktunya,aplikasi membantu utk membaca alquran dimna menjadikan solat tdk terlewatkan,aplikasi membantu utk membaca alquran dimna menjadikan solat tdk terlewatkan,"['aplikasi', 'membantu', 'utk', 'membaca', 'alquran', 'dimna', 'menjadikan', 'solat', 'tdk', 'terlewatkan']","['aplikasi', 'membantu', ' untuk', 'membaca', 'alquran', 'dimna', 'menjadikan', 'solat', ' tidak', 'terlewatkan']","['aplikasi', 'membantu', ' untuk', 'membaca', 'alquran', 'dimna', 'menjadikan', 'solat', ' tidak', 'terlewatkan']"
"aplikasi yg luar biasa, sangat membantu mengingatkan kita tepat waktu untuk melakukan ibadah sholat. Masya Allah👍👍",5,1,"aplikasi yg luar biasa, sangat membantu mengingatkan kita tepat waktu untuk melakukan ibadah sholat. masya allah👍👍","aplikasi yg biasa, membantu ibadah sholat. masya allah👍👍","aplikasi yg biasa, membantu ibadah sholat. masya allah","['aplikasi', 'yg', 'biasa', ',', 'membantu', 'ibadah', 'sholat', '.', 'masya', 'allah']","['aplikasi', ' yang', 'biasa', ',', 'membantu', 'ibadah', 'sholat', '.', 'masya', 'allah']","['aplikasi', ' yang', 'biasa', ',', 'membantu', 'ibadah', 'sholat', '.', 'masya', 'allah']"
"Assalamualaikum,,,sangat membantu bisa baca Alquran ada terjemahannya dan tajwid nya jga",5,1,"assalamualaikum,,,sangat membantu bisa baca alquran ada terjemahannya dan tajwid nya jga","assalamualaikum,,,sangat membantu baca alquran terjemahannya tajwid nya jga","assalamualaikum,,,sangat membantu baca alquran terjemahannya tajwid nya jga","['assalamualaikum', ',', ',', ',', 'sangat', 'membantu', 'baca', 'alquran', 'terjemahannya', 'tajwid', 'nya', 'jga']","['assalamualaikum', ',', ',', ',', 'sangat', 'membantu', 'baca', 'alquran', 'terjemahannya', 'tajwid', 'nya', ' juga']","['assalamualaikum', ',', ',', ',', 'sangat', 'membantu', 'baca', 'alquran', 'terjemahannya', 'tajwid', 'nya', ' juga']"
